
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:15:54
==============================================================================================================
SN:289_087.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 289.9118 ZT: 289.5990(2018) CT: 289.8998 CL:    15
NCHAN:4096   Live:    15.0   True:    17.2   Delta: 0.3068   Rate:645773   Gain: 0.50021   Zero: -0.17000
 16     497.89     248.88        5757       4.2      1.8    7.6967E+05      1.10        No
 17     508.62     254.25        6682       3.6      1.0    9.1048E+05      1.05       Yes
 18     522.86     261.37        7697       3.3      1.7    1.0748E+06      1.12        No
 19     531.16     265.52      124165       0.4      7.0    1.7582E+07      1.12        No
 20     551.87     275.88        1294      17.3      1.0    1.8954E+05      1.12        No
 21     557.68     278.79       23141       1.3      3.4    3.4215E+06      1.12        No
 22     564.79     282.34         654      26.9      1.0    9.7808E+04      0.91        No
 23     580.43     290.17       15107       2.2     18.3    2.3143E+06      1.54        No
 24     588.39     294.15        1684      11.5      1.0    2.6104E+05      1.02        No
 25     600.18     300.05       74787       0.6     32.3    1.1802E+07      1.19       Yes
 26     614.54     307.23        3750       7.6      1.0    6.0435E+05      1.19        No
 27     677.88     338.91        4793       6.4      1.5    8.4260E+05      1.58       Yes
 28     692.88     346.42       12558       1.9      1.1    2.2510E+06      1.15        No
 29     728.54     364.26        4347       4.6      1.0    8.1475E+05      1.22       Yes
 30     759.74     379.86        2680       5.8      1.0    5.2137E+05      1.06        No
 31     776.24     388.11        1312      17.5      1.7    2.6004E+05      1.21       Yes
 32     784.57     392.28         759      21.3      1.0    1.5192E+05      1.28       Yes
 33     795.87     397.93        2472       7.3      1.0    5.0143E+05      1.18        No
 34     809.71     404.85        5385       4.0      1.7    1.1102E+06      1.32       Yes
 35     820.82     410.41        1856       8.7      1.0    3.8769E+05      1.20        No
 36     838.38     419.20        1654      11.5      1.8    3.5233E+05      1.59        No
 37     845.91     422.96        2152       8.9      1.0    4.6223E+05      1.59        No
 38     865.21     432.62        8660       2.0      1.0    1.9003E+06      1.24        No
 39     888.53     444.28        7118       3.7      3.2    1.6015E+06      1.60        No
 40     906.65     453.35        2946       6.4      1.1    6.7539E+05      1.39        No
 41     920.05     460.05         843      16.5      1.2    1.9605E+05      1.23       Yes
 42     929.25     464.65       12402       1.5      1.0    2.9102E+06      1.29        No
 43     954.47     477.26       96499       0.4    113.3    2.3220E+07      1.41       Yes
 44     960.76     480.41        4143       4.3      5.1    1.0031E+06      1.41        No
 45     967.12     483.59        2611       6.4      1.6    6.3621E+05      1.41        No
 46     973.97     487.02        1050      14.7      1.0    2.5758E+05      1.41       Yes
 47     991.51     495.79        2746       9.0      1.0    6.8478E+05      2.29        No
 48    1021.88     510.98      426174       0.4    187.1    1.0934E+08      2.86        No
 49    1035.65     517.87       25138       2.0    385.9    6.5308E+06      2.86        No
 50    1047.36     523.73        8114       3.9     78.8    2.1304E+06      2.86        No
 51    1070.33     535.22         411      23.6      1.0    1.1009E+05      1.16        No
 52    1082.32     541.22        7400       2.3      1.0    2.0038E+06      1.49        No
 53    1092.28     546.20        1205      12.8      1.0    3.2904E+05      1.86        No
 54    1113.84     556.98        1345      12.2      1.2    3.7426E+05      2.04        No
 55    1120.07     560.10         603      13.7      1.0    1.6857E+05      1.01        No
 56    1133.15     566.64        6134       4.3     22.5    1.7340E+06      2.84        No
 57    1144.55     572.35       12926       1.7      1.0    3.6889E+06      1.41        No
 58    1154.29     577.22        6021       2.3      1.6    1.7320E+06      1.33        No
 59    1162.08     581.11         976      11.5      1.1    2.8251E+05      1.38        No
 60    1169.65     584.90         796      14.0      1.0    2.3172E+05      1.38        No
 61    1183.13     591.64         341      24.1      1.0    1.0043E+05      0.96        No
 62    1192.47     596.31        2698       6.6      5.8    8.0008E+05      2.12        No
 63    1213.53     606.85       29949       1.2     73.5    9.0299E+06      1.69       Yes
 64    1223.68     611.93        5521       3.7      6.9    1.6778E+06      1.69        No
 65    1236.04     618.11        7592       2.2      1.0    2.3289E+06      1.43        No
 66    1243.37     621.77        3303       3.9      1.0    1.0190E+06      1.43       Yes
 67    1265.65     632.92        5073       3.5      2.6    1.5911E+06      1.53        No
 68    1289.31     644.76        3544       3.7      1.0    1.1312E+06      1.55        No
 69    1307.52     653.86         738      11.2      1.0    2.3858E+05      1.25        No
 70    1331.59     665.90        5271       4.0     16.1    1.7337E+06      1.49       Yes
 71    1356.22     678.22        1630      10.6      1.0    5.4505E+05      2.63        No
 72    1368.59     684.41         897      10.3      1.1    3.0262E+05      1.37        No
 73    1378.99     689.62        7004       2.3      1.0    2.3786E+06      1.49        No
 74    1394.93     697.59         633      24.1      1.3    2.1734E+05      1.52        No
 75    1414.86     707.56         666      10.4      1.0    2.3165E+05      1.04        No
 76    1423.01     711.63         868      11.8      1.2    3.0342E+05      1.57        No
 77    1436.50     718.38         763      20.8      1.0    2.6907E+05      2.91        No
 78    1495.18     747.73         235      19.8      1.0    8.5815E+04      0.86        No
 79    1508.26     754.28         471      17.0      1.0    1.7366E+05      1.41       Yes
 80    1531.02     765.66         261      21.7      1.0    9.7393E+04      1.09       Yes
 81    1547.72     774.01         374      24.7      2.4    1.4131E+05      1.59       Yes
 82    1557.09     778.70         262      37.0      2.1    9.9269E+04      1.98        No
 83    1568.44     784.38       22902       1.3      2.5    8.7482E+06      2.01        No
 84    1621.64     810.99         653      17.6      1.0    2.5708E+05      2.43        No
 85    1631.75     816.05         456      16.1      1.0    1.8076E+05      1.38       Yes
 86    1638.97     819.66        1058       7.7      1.0    4.2060E+05      1.44        No
 87    1657.27     828.81        5697       2.9      1.3    2.2882E+06      1.95        No
 88    1669.54     834.95         534      13.1      1.0    2.1605E+05      1.36        No
 89    1682.62     841.49         487      21.5      2.0    1.9831E+05      2.07        No
 90    1691.93     846.15        1898       6.5      2.3    7.7678E+05      2.07        No
 91    1717.22     858.80        1289       8.0      1.7    5.3465E+05      1.82        No
 92    1724.44     862.41        1071       8.9      1.0    4.4610E+05      1.82        No
 93    1734.60     867.49         562      14.2      1.0    2.3537E+05      1.56        No
 94    1742.90     871.64        2443       4.4      1.0    1.0276E+06      1.56        No
 95    1775.09     887.75         392      23.1      1.4    1.6785E+05      2.09        No
 96    1799.50     899.96         521      14.7      1.0    2.2544E+05      1.78        No
 97    1812.01     906.21        1565       5.5      1.0    6.8210E+05      1.47        No
 98    1862.89     931.67         324      45.7      1.1    1.4502E+05      3.82        No
 99    1887.25     943.85         894      12.1      1.0    4.0513E+05      2.31        No
100    1901.91     951.18        1604       6.3      1.3    7.3223E+05      1.77        No
101    1944.71     972.59        1064       8.7      1.0    4.9593E+05      1.82        No
102    1967.68     984.08        1320       8.4      1.0    6.2235E+05      1.96        No
103    1980.32     990.41        3327       3.6      1.0    1.5780E+06      1.77        No
104    1995.22     997.86         214      27.4      1.0    1.0220E+05      1.30        No
105    2008.86    1004.68         368      19.6      1.0    1.7682E+05      1.83        No
107    2032.59    1016.55         696      15.3      1.0    3.3816E+05      2.03        No
108    2044.50    1022.51         432      16.4      1.0    2.1120E+05      1.72        No
109    2063.77    1032.15         539      14.2      1.2    2.6578E+05      1.45        No
110    2090.90    1045.72         824      19.0      1.0    4.1159E+05      4.22        No
111    2123.42    1061.99         362      23.1      1.0    1.8360E+05      2.34        No
112    2170.73    1085.65         393      17.3      1.0    2.0346E+05      1.73        No
113    2183.60    1092.09        1278       9.0      1.8    6.6498E+05      2.44        No
114    2200.22    1100.40         592      12.9      1.0    3.1011E+05      1.78        No
115    2258.70    1129.65         753      14.0      1.1    4.0466E+05      2.82        No
116    2300.77    1150.70         341      32.4      1.0    1.8637E+05      2.96        No
117    2308.80    1154.72         649      17.5      1.1    3.5587E+05      2.96       Yes
118    2345.04    1172.84         818      14.9      2.2    4.5531E+05      2.71       Yes
119    2367.41    1184.03        1524       7.0      1.0    8.5538E+05      2.18        No
120    2381.04    1190.85         310      21.0      1.0    1.7494E+05      1.66        No
121    2392.41    1196.54         485      16.3      1.8    2.7466E+05      1.94        No
122    2399.88    1200.27        1757       6.1      1.1    9.9659E+05      1.94       Yes
123    2414.26    1207.47         579      13.6      1.2    3.3021E+05      2.01        No
124    2426.20    1213.44        1066       9.0      1.0    6.1012E+05      2.19        No
125    2442.67    1221.68         417      15.8      1.0    2.3990E+05      1.60        No
126    2467.23    1233.96         543      15.9      1.0    3.1505E+05      2.30        No
127    2516.74    1258.73         704      11.9      1.0    4.1461E+05      1.92        No
128    2542.16    1271.44         254      22.8      1.0    1.5073E+05      1.62       Yes
129    2554.85    1277.79         507      16.2      1.0    3.0231E+05      2.28       Yes
130    2567.01    1283.87         138      44.6      1.0    8.2829E+04      1.76        No
131    2575.38    1288.06         561      11.1      1.0    3.3643E+05      1.55        No
132    2725.33    1363.07         447      13.9      1.0    2.8140E+05      1.44       Yes
133    2754.72    1377.77        1565       7.0      1.2    9.9545E+05      2.13        No
134    2839.29    1420.07          89      38.9    162.8    5.8459E+04      2.08        No
135    2864.95    1432.91         886       8.9      1.0    5.8488E+05      1.70        No
136    2931.27    1466.08         656      12.5      1.3    4.4257E+05      2.33        No
137    2990.16    1495.54        2275       5.2      1.6    1.5650E+06      1.87        No
138    3001.48    1501.20        3585       3.8      1.4    2.4747E+06      1.87        No
139    3042.65    1521.79         393      17.6      1.0    2.7518E+05      2.12        No
140    3053.71    1527.33        1748       6.0      1.0    1.2264E+06      1.84        No
141    3147.57    1574.28         217      21.2      1.5    1.5671E+05      2.18        No
142    3170.02    1585.50        1606       6.9      2.7    1.1677E+06      2.03        No
143    3183.50    1592.25          98      33.8      1.0    7.1365E+04      2.19        No
144    3192.83    1596.91         856       9.6      1.0    6.2695E+05      1.78       Yes
145    3307.47    1654.26         297      21.2      1.0    2.2498E+05      2.39        No
146    3319.06    1660.06         173      29.3      1.0    1.3111E+05      1.88        No
147    3329.70    1665.38         500      13.9      1.0    3.8088E+05      2.08        No
148    3441.17    1721.14         878      10.1      1.6    6.9055E+05      1.94        No
149    3540.06    1770.60         777      10.9      1.5    6.2808E+05      1.72        No
150    3565.47    1783.31         457      14.2      1.7    3.7186E+05      1.62        No
151    3705.29    1853.25         331      15.1      1.5    2.7907E+05      2.35        No
152    3776.29    1888.77         613      13.0      1.0    5.2724E+05      1.99        No
153    3821.60    1911.43         370      17.7      1.1    3.2213E+05      1.42        No
154    3862.13    1931.71         135      28.3    228.1    1.1862E+05      2.40        No
155    3883.21    1942.25         189      20.4      1.0    1.6731E+05      2.40        No
156    4036.82    2019.09         723       9.8      2.0    6.6270E+05      2.45        No
157    4089.00    2045.19         476      14.4   1470.1    4.4153E+05      2.46        No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            2.2440E+08    2.2350E+08    2.4840E+13       0.70        u      

   477.26      2.2440E+08            1.00     0.70     0.00
  2      CO          60            4.5580E+05    4.5580E+05    1.8230E+12      14.90        u      

  1172.84      4.5580E+05            1.00    14.90     0.00
  3      ZR          97            2.8400E+07    2.1000E+07    4.1550E+10      13.90        u      

   254.25      9.8510E+07            0.29     3.60     0.00
  1363.07      2.8400E+07            1.00    13.90     0.00
  4      NB          95            3.3200E+04    3.3000E+04    2.4120E+09      21.70        u      

   765.66      9.8190E+04            0.34    21.70     0.00
  5      RU         106            1.0260E+07    1.0260E+07    6.8480E+17       3.90        u      

   621.77      1.0260E+07            1.00     3.90     0.00
  6      SN         113            1.7070E+05    1.7040E+05    4.0820E+10      21.30        u      

   392.28      2.3780E+05            0.72    21.30     0.00
  7      SB         125            1.7990E+08    1.7990E+08    3.7270E+14       1.30        u      

   606.85      1.7990E+08            1.00     1.30     0.00
  8      TE         129            2.4550E+06    2.4390E+06    1.7140E+11      23.40        u      

   460.05      2.5620E+06            0.96    16.50     0.10
   487.02      1.8250E+07            0.13    14.70    -0.60
  9      TE         132            2.8300E+05    2.6480E+05    1.8840E+09      15.20        u      

