
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:22:18
==============================================================================================================
SN:290_024.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 290.4112 ZT: 289.5990(2018) CT: 290.3888 CL:    30
NCHAN:4096   Live:    30.0   True:    32.2   Delta: 0.8010   Rate:331871   Gain: 0.50021   Zero: -0.17000
 52    1043.0    1047.6    1051.0     523.86        3532       4.5    4.4290E+05         No
 53    1076.0    1081.2    1086.0     540.64       12672       1.8    1.6370E+06         No
 54    1088.0    1092.5    1095.0     546.33         894      12.5    1.1660E+05         No
 55    1126.0    1134.3    1141.0     567.23       21405       1.5    2.8920E+06         No
 56    1141.0    1144.8    1150.0     572.45       13625       1.9    1.8570E+06         No
 57    1150.0    1154.2    1159.0     577.18        6256       2.6    8.5920E+05         No
 58    1160.0    1161.7    1165.0     580.93         558      22.0    7.7070E+04         No
 59    1167.0    1169.8    1172.0     584.96         537      14.2    7.4650E+04         No
 60    1190.0    1192.0    1196.0     596.08        1461       7.8    2.0690E+05         No
 61    1202.0    1209.7    1211.0     604.95        6292       2.8    9.0310E+05         No
 62    1211.0    1214.0    1218.0     607.08       22154       1.3    3.1900E+06        Yes
 63    1221.0    1223.7    1226.0     611.96        1799       6.4    2.6100E+05         No
 64    1233.0    1236.2    1239.0     618.21        4258       3.5    6.2370E+05        Yes
 65    1241.0    1243.6    1247.0     621.87        2489       5.1    3.6660E+05         No
 66    1259.0    1265.6    1270.0     632.92        3259       4.3    4.8800E+05         No
 67    1286.0    1289.7    1295.0     644.94        1801       6.5    2.7450E+05         No
 68    1303.0    1307.9    1311.0     654.04         610      17.5    9.4180E+04         No
 69    1322.0    1326.3    1330.0     663.23       10480       2.1    1.6400E+06         No
 70    1330.0    1331.8    1339.0     666.03        3807       4.1    5.9790E+05         No
 71    1352.0    1356.2    1362.0     678.22         579      20.5    9.2400E+04         No
 72    1366.0    1368.9    1372.0     684.54         511      15.8    8.2330E+04        Yes
 73    1375.0    1379.0    1383.0     689.62        3250       4.2    5.2710E+05         No
 74    1392.0    1395.3    1402.0     697.78        1073      10.3    1.7580E+05        Yes
 75    1433.0    1436.8    1439.0     718.52         432      26.5    7.2720E+04        Yes
 76    1562.0    1568.1    1574.0     784.19       14981       1.8    2.7320E+06        Yes
 77    1629.0    1632.0    1637.0     816.17         924      11.5    1.7480E+05        Yes
 78    1637.0    1639.5    1643.0     819.93         554      13.6    1.0520E+05         No
 79    1649.0    1657.0    1663.0     828.67        5170       3.1    9.9140E+05         No
 80    1688.0    1692.7    1695.0     846.53        1128       8.2    2.2060E+05         No
 81    1714.0    1717.2    1722.0     858.80         921       9.6    1.8240E+05         No
 82    1732.0    1734.4    1736.0     867.41         217      24.8    4.3400E+04        Yes
 83    1738.0    1743.1    1747.0     871.72        2489       4.6    4.9990E+05         No
 84    1747.0    1748.4    1751.0     874.42         282      21.9    5.6860E+04         No
 85    1759.0    1763.3    1766.0     881.85         704      10.6    1.4300E+05         No
 86    1772.0    1775.5    1777.0     887.96         267      24.6    5.4580E+04         No
 87    1792.0    1798.8    1805.0     899.59        3857       3.6    7.9720E+05         No
 88    1808.0    1812.1    1815.0     906.27        1397       7.0    2.9080E+05         No
 89    1897.0    1902.1    1904.0     951.30         650      10.7    1.4180E+05         No
 90    1942.0    1944.8    1947.0     972.63         392      17.0    8.7230E+04         No
 91    1966.0    1968.0    1970.0     984.23         435      15.4    9.7960E+04         No
 92    1977.0    1980.1    1985.0     990.29        1207       7.4    2.7320E+05         No
 93    2042.0    2043.5    2045.0    1022.01         221      22.8    5.1500E+04         No
 94    2053.0    2063.6    2067.0    1032.07        5648       3.0    1.3300E+06         No
 95    2086.0    2093.2    2098.0    1046.89        2675       4.8    6.3860E+05        Yes
 96    2180.0    2184.1    2188.0    1092.36         524      14.4    1.3030E+05         No
 97    2198.0    2200.7    2203.0    1100.62         223      23.6    5.5710E+04         No
 98    2254.0    2257.5    2259.0    1129.07         236      25.5    6.0480E+04         No
 99    2295.0    2301.5    2304.0    1151.08         711      17.2    1.8580E+05         No
100    2305.0    2309.3    2312.0    1154.95         464      19.1    1.2170E+05         No
101    2341.0    2344.3    2350.0    1172.48         403      17.8    1.0720E+05        Yes
102    2361.0    2367.8    2374.0    1184.23        1009       9.4    2.7030E+05         No
103    2389.0    2391.0    2392.0    1195.84         185      22.9    5.0020E+04         No
104    2392.0    2399.7    2405.0    1200.20        1010      10.5    2.7340E+05         No
105    2411.0    2416.3    2420.0    1208.47         359      20.6    9.7750E+04         No
106    2420.0    2439.8    2430.0    1220.26         573      10.7    1.5720E+05         No
107    2439.0    2442.4    2446.0    1221.53        1643       5.9    4.5130E+05         No
108    2463.0    2467.6    2470.0    1234.14         232      23.6    6.4160E+04        Yes
109    2514.0    2515.6    2519.0    1258.18         232      23.5    6.5090E+04         No
110    2721.0    2725.5    2729.0    1363.17         306      20.8    9.1840E+04         No
111    2749.0    2754.2    2758.0    1377.52         605      12.5    1.8380E+05        Yes
112    2860.0    2865.1    2867.0    1432.96         381      16.0    1.2000E+05         No
113    2926.0    2932.5    2938.0    1466.72         341      24.3    1.0980E+05         No
114    2984.0    2989.8    2995.0    1495.38        1197       7.3    3.9310E+05         No
115    2995.0    3000.9    3006.0    1500.93        1776       6.3    5.8540E+05         No
116    3048.0    3054.6    3056.0    1527.79         658      10.9    2.2050E+05         No
117    3063.0    3067.2    3072.0    1534.08         677      11.3    2.2800E+05         No
118    3158.0    3169.4    3176.0    1585.22        1215      10.5    4.2170E+05         No
119    3185.0    3193.1    3196.0    1597.04        1279       8.1    4.4730E+05        Yes
120    3202.0    3207.6    3213.0    1604.31        1564       6.7    5.4930E+05         No
121    3437.0    3440.1    3446.0    1720.61         358      16.9    1.3460E+05         No
122    3534.0    3539.1    3545.0    1770.10         326      18.5    1.2600E+05         No
123    3559.0    3564.2    3567.0    1782.68         225      19.0    8.7330E+04         No
124    3643.0    3648.3    3653.0    1824.73         277      17.7    1.0990E+05         No
125    3771.0    3774.9    3779.0    1888.08         216      21.4    8.8510E+04         No
126    3809.0    3820.1    3827.0    1910.66        3590       4.2    1.4900E+06         No
127    3968.0    3973.0    3976.0    1987.16         349      14.7    1.5030E+05         No
128    4008.0    4014.3    4015.0    2007.81         121      24.5    5.2570E+04         No
129    4015.0    4020.1    4023.0    2010.70         380      17.0    1.6560E+05         No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            5.3710E+07    5.3150E+07    5.9440E+12       1.50        u      

   477.00      5.3710E+07            1.00     1.30     0.00
  2      CO          60            5.1800E+04    5.1790E+04    2.0710E+11      23.30        u      

  1172.00      1.0730E+05            1.00    17.80     0.00
  1333.00      1.5500E+04           -1.00     0.00     0.00
  3      RU         103            4.0850E+05    4.0270E+05    3.3300E+10       6.80        u      

   496.00      4.0850E+05            1.00     6.70     0.00
  4      SB         127            4.2280E+05    3.6600E+05    3.3810E+09       9.40        u      

   412.00      3.5490E+05            0.03     5.50     0.00
   685.00      2.6940E+05            1.00    15.80     0.00
   698.00      5.8200E+06            1.00    10.30     0.00
   784.00      2.1760E+07            1.00     2.00     0.00
   474.00      1.1190E+05           -1.00     0.00     0.00
  5      I         124            1.2640E+07    1.1070E+07    1.0980E+11      12.50        u      

  1378.00      1.2640E+07            1.00    12.50     0.00
  6      I         131            1.2390E+05    1.1560E+05    2.0680E+09      13.30        u      

   364.00      1.2390E+05            1.00    13.30     0.00
  7      XE         135            7.8290E+05    1.8120E+05    6.1680E+08       8.90        u      

   249.00      7.5180E+05            1.00     9.20     0.00
   607.00      4.7550E+08            1.00     1.60     0.00
  8      CS         136            7.2910E+05    6.9900E+05    1.9930E+10       5.10        u      

  1047.00      8.3570E+05            1.00     4.90     0.00
  1234.00      3.3800E+05            1.00    23.60     0.00
  9      LA         140            7.1150E+05    5.1100E+05    2.4800E+09       4.60        u      

   329.00      7.3460E+05            0.62    12.00     0.00
   433.00      2.0470E+07            1.00     4.30     0.00
   487.00      6.4170E+05            1.00     7.20     0.00
   816.00      1.0310E+06            1.00    11.50     0.00
   867.00      1.0810E+06            1.00    24.80     0.00
  1597.00      6.5280E+05            1.00     8.10     0.00
  10      PM         151            4.4060E+05    2.7560E+05    1.0830E+09      49.40        u      

   719.00      2.9070E+06            1.00    26.50     0.00
   340.00      2.2690E+05           -1.00     0.00     0.00
  11      TB         161            2.5300E+06    2.3340E+06    3.6300E+10       7.60        u      

    75.00      2.6250E+06            1.00     7.40     0.00
    49.00      8.3820E+05           -1.00     0.00     0.00
  12      W         187            7.6560E+06    4.3840E+06    1.5840E+10       2.80        u      

   480.00      6.4680E+06            1.00     3.40     0.00
   618.00      1.7940E+07            1.00     3.60     0.00
  13      AU         198            4.2600E+05    3.4670E+05    2.3830E+09       6.10        u      

   412.00      4.2600E+05            0.96     5.50     0.00
  14      PB         212            3.3580E+08    9.5980E+07    3.0920E+11       0.00        u      

   300.00      3.3770E+08            0.74     1.30     0.00
  15      TH         227            5.0390E+08    4.8920E+08    1.9590E+13       7.00        u      

   444.00      5.0390E+08            1.00     6.90     0.00
  16      TH         228            1.0620E+07    9.4070E+06    1.5420E+13      13.40        u      

    85.00      1.0620E+07            1.00    13.30     0.00
  17      PA         231            1.1260E+08    4.5790E+07    2.7990E+18       3.30        u      

   300.00      4.4550E+08            0.99     1.30     0.00
   302.00      1.1250E+08            1.00     3.20     0.00
  18      TH         232            3.1650E+08    3.1650E+08    3.3730E+24       7.60        u      

   124.00      3.1650E+08            1.00     7.50     0.00
  19      U         237            1.7090E+06    1.5740E+06    2.3960E+10       5.70        u      

    97.00      1.7090E+06            1.00     5.60     0.00


Page:2                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:22:20
==============================================================================================================
SN:290_024.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 290.4112 ZT: 289.5990(2018) CT: 290.3888 CL:    30
NCHAN:4096   Live:    30.0   True:    32.2   Delta: 0.8010   Rate:331871   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  4  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-17 09:54:02.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: specanl  Peaks: 136  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-17 09:54:02.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak   Centroid    Energy     NetArea     Error     QFit    Gammas/Min      FWHM    Identified
  1     145.73      72.73        1276      15.0      1.0    1.1448E+05      0.85        No
  2     150.09      74.91        2776       6.9      1.0    2.3113E+05      0.85       Yes
  3     169.75      84.74        1710      15.6      1.0    1.0424E+05      1.06       Yes
  4     176.03      87.88       13223       2.2     10.1    7.3526E+05      1.06        No
  5     194.72      97.23        5300       5.1      1.0    2.7356E+05      0.96       Yes
  6     239.19     119.47        6828       5.7      5.5    3.0476E+05      1.08        No
  7     247.80     123.78        3287       6.9      1.0    1.4458E+05      0.79       Yes
  8     261.77     130.77       47296       0.7      1.3    2.0853E+06      0.90        No
  9     311.21     155.50       10815       2.7      1.0    4.8042E+05      0.99        No
 10     357.38     178.59        3250       8.3      1.0    1.5461E+05      0.96        No
 11     364.61     182.21       70866       0.6      3.3    3.4313E+06      0.96        No
 12     380.45     190.14        2130      11.6      1.0    1.0709E+05      0.92        No
 13     385.99     192.91        4316       5.8      1.0    2.1984E+05      0.92        No
 14     413.21     206.52       27911       1.1      1.0    1.5102E+06      1.00        No
 15     433.76     216.80        5269       5.9      2.0    2.9765E+05      1.28        No
 16     498.34     249.10        2741       7.9      1.0    1.7514E+05      1.05        No
 17     503.42     251.65        1124      20.2      1.2    7.2491E+04      1.06        No
 18     508.82     254.35       10328       2.5      1.0    6.7213E+05      1.06        No
 19     523.03     261.45        3274       7.3      2.2    2.1836E+05      1.06        No
 20     531.32     265.60      122149       0.3      4.2    8.2607E+06      1.06        No
 21     552.14     276.02        3579       6.1      1.0    2.5043E+05      1.05        No
 22     557.85     278.87       15901       1.6      1.0    1.1229E+06      1.05        No
 23     580.55     290.23       10056       3.3     12.2    7.3566E+05      1.42        No
 24     588.63     294.27         637      24.3      1.0    4.7170E+04      0.66        No
 25     600.31     300.11       70748       0.6      7.7    5.3318E+06      1.13       Yes
 26     614.42     307.17        2210      11.9      8.5    1.7005E+05      1.13        No
 27     658.58     329.26        2904      12.5      2.1    2.3761E+05      1.88       Yes
 28     678.06     339.00        3608      13.3      1.0    3.0290E+05      1.90       Yes
 29     693.07     346.51        5926       3.6      1.0    5.0729E+05      1.18        No
 30     728.61     364.29        1279      11.0      1.0    1.1443E+05      0.95       Yes
 31     744.17     372.07        5861       3.8      6.2    5.3439E+05      1.29        No
 32     759.70     379.84        2465       6.4      1.0    2.2896E+05      1.05        No
 33     776.83     388.41        1392      26.0      1.4    1.3188E+05      2.95        No
 34     796.28     398.14        1764      12.3      1.0    1.7093E+05      1.47       Yes
 35     809.86     404.93        2074       7.6      1.0    2.0421E+05      1.19        No
 36     822.90     411.45        4014       5.0      2.2    4.0117E+05      1.56       Yes
 37     846.87     423.44        1713      19.0      1.5    1.7584E+05      3.02       Yes
 38     865.31     432.67        4024       3.8      1.0    4.2164E+05      1.28        No
 39     888.47     444.25        2354       6.7      1.0    2.5283E+05      1.43        No
 40     894.39     447.21        1219      12.3      1.2    1.3175E+05      1.43        No
 41     906.61     453.32         861      11.9      1.0    9.4262E+04      0.91        No
 42     929.34     464.69      116144       0.4      4.8    1.3014E+07      1.28        No
 43     944.23     472.14         285      30.6      1.0    3.2404E+04      0.91        No
 44     954.60     477.33       45193       0.9     57.2    5.1930E+06      1.47       Yes
 45     960.72     480.39        7442       2.6     37.9    8.6023E+05      1.47        No
 46     967.23     483.65        3350       5.0      1.8    3.8976E+05      1.47        No
 47     973.95     487.01        2199       7.2      2.1    2.5748E+05      1.47       Yes
 48     992.56     496.32        2945       7.5      1.4    3.5104E+05      1.73        No
 49    1022.01     511.05      538235       0.3    126.5    6.5940E+07      2.95        No
 50    1035.00     517.55       27145       1.4    430.6    3.3653E+06      2.95        No
 51    1047.36     523.73        3870       6.7     30.6    4.8514E+05      2.95        No
 52    1081.26     540.69       12750       1.6      2.9    1.6469E+06      1.55        No
 53    1092.47     546.29        1219      11.3      1.0    1.5893E+05      1.48        No
 54    1112.42     556.27         353      26.0      1.7    4.6869E+04      1.36        No
 55    1120.96     560.55         320      19.7      1.0    4.2780E+04      0.73        No
 56    1134.42     567.28       22064       1.0     16.2    2.9814E+06      1.46        No
 57    1144.72     572.43       11774       1.6      1.2    1.6045E+06      1.35        No
 58    1154.31     577.23        5857       2.2      1.0    8.0452E+05      1.35        No
 59    1162.28     581.22         474      21.9      1.0    6.5591E+04      1.54        No
 60    1169.82     584.98         882      12.9      1.0    1.2274E+05      1.09        No
 61    1192.17     596.17        1421       7.9      1.6    2.0116E+05      1.49        No
 62    1213.55     606.86       26903       1.3     88.6    3.8730E+06      1.65       Yes
 63    1223.75     611.96        1871       5.7      1.9    2.7143E+05      1.37        No
 64    1236.25     618.22        4355       3.1      1.0    6.3792E+05      1.51        No
 65    1243.56     621.87        2658       4.8      1.0    3.9157E+05      1.51       Yes
 66    1265.64     632.91        3902       4.0      1.4    5.8434E+05      1.61        No
 67    1289.70     644.95        2005       6.1      1.0    3.0556E+05      1.61        No
 68    1307.90     654.05         775      15.3      1.0    1.1964E+05      1.94        No
 69    1326.37     663.29       10347       1.7      1.0    1.6192E+06      1.56        No
 70    1331.95     666.08        3863       3.5      7.3    6.0684E+05      1.56       Yes
 71    1356.37     678.30         704      19.6      1.0    1.1251E+05      2.45        No
 72    1368.77     684.50         607      14.2      1.0    9.7708E+04      1.48        No
 73    1378.95     689.60        3291       3.8      1.0    5.3367E+05      1.58        No
 74    1395.33     697.79        1240       9.7      1.0    2.0319E+05      2.13        No
 75    1423.33     711.79         341      23.9      1.0    5.6999E+04      1.63        No
 76    1481.50     740.89         218      28.0      1.0    3.7817E+04      1.00        No
 77    1547.87     774.09         257      32.0      1.0    4.6339E+04      1.80       Yes
 78    1556.22     778.27         346      23.0      1.0    6.2691E+04      1.60       Yes
 79    1568.12     784.22       15093       1.6      1.5    2.7521E+06      1.98        No
 80    1632.16     816.25         848      11.0      1.0    1.6038E+05      1.88       Yes
 81    1639.36     819.85         455      18.2      1.2    8.6470E+04      1.88        No
 82    1657.12     828.74        4870       2.9      2.2    9.3404E+05      1.69       Yes
 83    1669.84     835.10         417      16.9      1.0    8.0543E+04      1.64        No
 84    1683.07     841.72         296      26.8      1.0    5.7660E+04      1.86        No
 85    1692.16     846.26        1249       7.8      1.9    2.4409E+05      1.86        No
 86    1717.30     858.84        1247       8.8      1.0    2.4703E+05      1.70        No
 87    1734.58     867.48         293      27.5      1.0    5.8574E+04      1.65       Yes
 88    1742.98     871.69        2938       4.2      1.3    5.9006E+05      1.65        No
 89    1763.24     881.82         782       9.5      1.0    1.5878E+05      1.64        No
 90    1775.28     887.84         261      24.2      1.0    5.3241E+04      1.71        No
 91    1798.93     899.67        3921       3.4      1.6    8.1065E+05      1.70        No
 92    1811.99     906.21        1512       6.1      1.0    3.1474E+05      1.78        No
 93    1824.32     912.37         280      28.2      1.0    5.8681E+04      2.10        No
 94    1902.04     951.25         729      10.4      1.7    1.5897E+05      1.79        No
 95    1944.73     972.61         410      15.6      1.0    9.1183E+04      1.46        No
 96    1967.91     984.20         435      13.9      1.0    9.7951E+04      1.53        No
 97    1980.24     990.36        1382       6.7      1.0    3.1306E+05      1.79        No
 98    2033.33    1016.92         227      31.3      1.0    5.2798E+04      2.07        No
 99    2044.77    1022.65         419      19.7      1.0    9.7766E+04      2.40        No
100    2063.69    1032.11        5731       2.9      1.0    1.3498E+06      1.84        No
101    2093.12    1046.83        2738       4.5      1.0    6.5366E+05      2.07        No
102    2161.60    1081.09         209      32.5      1.0    5.1458E+04      2.15        No
103    2183.83    1092.20         562      14.9      1.0    1.3970E+05      2.31        No
104    2201.16    1100.87         448      20.9      1.4    1.1206E+05      2.93        No
105    2219.35    1109.97         150      46.6      1.0    3.7949E+04      2.42        No
106    2258.44    1129.52         384      22.1      1.0    9.8410E+04      2.80        No
107    2300.57    1150.60         577      20.8      1.0    1.5073E+05      3.65        No
108    2345.46    1173.05         428      23.1      1.0    1.1386E+05      2.91       Yes
109    2367.73    1184.19         983       9.2      1.0    2.6341E+05      2.07        No
110    2392.39    1196.52         283      23.7      1.2    7.6519E+04      1.93        No
111    2400.08    1200.37         696      11.4      1.4    1.8845E+05      1.93        No
112    2442.77    1221.73        1640       6.1      1.2    4.5040E+05      1.84        No
113    2467.46    1234.08         246      21.2      1.0    6.8000E+04      1.57        No
114    2516.42    1258.57         251      28.1      1.0    7.0531E+04      1.98        No
115    2575.70    1288.22         227      19.4      1.0    6.4918E+04      1.99        No
116    2725.67    1363.24         311      24.2      1.0    9.3613E+04      2.50        No
117    2754.27    1377.54         736      12.1      1.2    2.2335E+05      2.64        No
118    2864.97    1432.92         418      14.9      1.0    1.3167E+05      1.94        No
119    2931.20    1466.04         404      20.1      1.0    1.3033E+05      2.89        No
120    2944.24    1472.57         104      35.2      1.0    3.3497E+04      2.12        No
121    2990.08    1495.50        1165       8.2      2.6    3.8244E+05      2.15        No
122    3001.10    1501.01        1790       6.1      1.0    5.8978E+05      2.15        No
123    3042.11    1521.53         173      32.8      1.0    5.7870E+04      2.04        No
124    3053.91    1527.43         723      10.3      1.5    2.4239E+05      1.87        No
125    3068.01    1534.48         716      11.2      1.0    2.4104E+05      2.23        No
126    3167.77    1584.38        1159      10.9      1.9    4.0222E+05      4.26        No
127    3193.06    1597.03        1201       7.9      1.5    4.2007E+05      1.96       Yes
128    3208.61    1604.81        1601       6.7      1.0    5.6242E+05      2.02        No
129    3441.18    1721.14         376      19.0      1.0    1.4108E+05      2.01        No
130    3465.26    1733.19         124      44.1      1.2    4.6760E+04      2.12        No
131    3565.63    1783.39         246      24.1      1.0    9.5757E+04      1.36        No
132    3704.93    1853.07         173      35.2      1.0    6.9666E+04      2.72        No
133    3774.79    1888.02         254      20.1    340.0    1.0421E+05      2.37        No
134    3821.11    1911.19        3658       5.1      2.8    1.5189E+06      2.05        No
135    4036.98    2019.17         366      14.0    221.2    1.6026E+05      2.45        No
136    4083.70    2042.54         694      15.7      2.2    3.0724E+05      5.44        No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            5.0500E+07    4.9980E+07    5.5910E+12       1.00        u      

   477.33      5.0500E+07            1.00     1.00     0.00
  2      CO          60            1.1400E+05    1.1400E+05    4.5590E+11      23.10        u      

  1173.05      1.1400E+05            1.00    23.10     0.00
  3      MO          99            1.7640E+06    1.4410E+06    1.0070E+10      23.00        u      

   778.27      1.7640E+06            1.00    23.00     0.00
  4      RU         106            3.9430E+06    3.9430E+06    2.6310E+17       4.80        u      

   621.87      3.9430E+06            1.00     4.80     0.00
  5      SB         125            7.7190E+07    7.7150E+07    1.5990E+14       1.40        u      

   606.86      7.7190E+07            1.00     1.40     0.00
  6      TE         129            2.3390E+06    2.3000E+06    1.6320E+11       7.20        u      

   487.01      1.8430E+07            0.13     7.20     0.00
  7      TE         131       M    1.8960E+05    1.2160E+05    4.9240E+08      32.00        u      

   774.09      1.8960E+05            1.00    32.00     0.00
  8      I         126            1.9130E+06    1.8330E+06    5.1750E+10       3.60        u      

   666.08      1.9130E+06            1.00     3.60     0.00
  9      I         131            1.5100E+05    1.4090E+05    2.5220E+09      11.00        u      

   364.29      1.5100E+05            1.00    11.00     0.00
  10      BA         140            5.8870E+06    5.6360E+06    1.5590E+11      19.00        u      

   423.44      5.8870E+06            1.00    19.00     0.00
  11      LA         140            6.8190E+05    4.8980E+05    2.3770E+09      34.10        u      

   329.26      1.5980E+06            0.43    12.50     0.00
   487.01      7.8100E+05            0.87     7.20     0.00
   816.25      9.4610E+05            0.72    11.00     0.80
   867.48      1.4590E+06            0.47    27.50     1.00
  1597.03      6.1300E+05            1.11     7.90    -0.40
  12      TB         161            2.5560E+06    2.3590E+06    3.6690E+10       7.00        u      

    74.91      2.5560E+06            1.00     7.00     0.00
  13      AU         198            5.1620E+05    4.2010E+05    2.8890E+09       5.00        u      

   411.45      5.1620E+05            1.00     5.00     0.00
  14      TL         200            1.4410E+07    8.6490E+06    3.2550E+10       2.90        u      

   828.74      1.4410E+07            1.00     2.90     0.00
  15      PB         212            4.5280E+08    1.2940E+08    4.1700E+11       0.80        u      

   300.11      5.5850E+08            0.81     0.80     0.00
  16      BI         212            2.9240E+03    5.3980E-03    2.5540E+05       0.80        u      
