
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:14:54
==============================================================================================================
SN:289_086.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 289.8982 ZT: 289.5990(2018) CT: 289.8852 CL:    15
NCHAN:4096   Live:    15.0   True:    18.7   Delta: 0.2927   Rate:1010711   Gain: 0.50021   Zero: -0.17000
 28     727.0     728.7     730.0     364.32        3109       7.5    6.1330E+05        Yes
 29     735.0     736.2     737.0     368.11        1260      13.2    2.5080E+05        Yes
 30     742.0     744.2     747.0     372.07        2601       9.1    5.2280E+05         No
 31     759.0     759.8     762.0     379.88        1394      11.6    2.8540E+05         No
 32     793.0     795.4     798.0     397.70        2110      11.6    4.5020E+05         No
 33     807.0     809.6     812.0     404.79        3506       6.0    7.6070E+05        Yes
 34     820.0     822.1     826.0     411.05        2741      10.6    6.0330E+05        Yes
 35     837.0     838.8     841.0     419.39        1514      15.9    3.3970E+05         No
 36     845.0     846.0     851.0     422.99        3179      10.4    7.1870E+05         No
 37     858.0     865.1     869.0     432.59       10097       2.7    2.3310E+06         No
 38     886.0     888.3     892.0     444.15        4766       4.7    1.1280E+06         No
 39     900.0     902.9     905.0     451.45        1377      14.3    3.3100E+05         No
 40     905.0     906.7     910.0     453.36        2167       8.5    5.2300E+05         No
 41     920.0     929.2     939.0     464.65      166375       0.4    4.1080E+07         No
 42     947.0     954.6     966.0     477.34      103057       0.6    2.6100E+07        Yes
 43     966.0     967.4     970.0     483.72        1581      10.9    4.0550E+05         No
 44     986.0     990.0     995.0     495.06        1723      12.0    4.5150E+05         No
 45     995.0     997.9     999.0     498.97         868      17.0    2.2910E+05         No
 46    1007.0    1021.9    1034.0     510.98      608929       0.3    1.6440E+08         No
 47    1034.0    1035.9    1043.0     518.00       30218       1.9    8.2640E+06         No
 48    1043.0    1047.7    1052.0     523.90       12113       3.6    3.3480E+06         No
 49    1076.0    1081.2    1087.0     540.67       20259       1.6    5.7680E+06         No
 50    1090.0    1093.5    1095.0     546.79         871      22.0    2.5070E+05         No
 51    1112.0    1114.1    1116.0     557.10        1161      12.4    3.3980E+05         No
 52    1118.0    1119.8    1122.0     559.96        1071      11.9    3.1500E+05         No
 53    1128.0    1134.3    1141.0     567.23       31804       1.3    9.4710E+06         No
 54    1141.0    1144.7    1150.0     572.44        9955       2.7    2.9900E+06         No
 55    1150.0    1154.1    1157.0     577.14        4522       4.0    1.3690E+06         No
 56    1160.0    1162.1    1165.0     581.12         944      15.5    2.8760E+05         No
 57    1190.0    1192.2    1197.0     596.20        2967       6.4    9.2600E+05         No
 58    1202.0    1213.8    1220.0     606.97       20258       1.7    6.4290E+06         No
 59    1220.0    1223.7    1226.0     611.95        3956       4.3    1.2650E+06         No
 60    1232.0    1236.2    1240.0     618.17        7746       2.8    2.5010E+06         No
 61    1240.0    1243.6    1248.0     621.88        3887       4.8    1.2620E+06         No
 62    1258.0    1265.7    1271.0     632.92        5654       3.5    1.8660E+06         No
 63    1286.0    1289.7    1294.0     644.95        3414       4.8    1.1470E+06         No
 64    1304.0    1307.8    1312.0     653.99        1440      13.1    4.9020E+05         No
 65    1320.0    1326.3    1330.0     663.26       14279       2.0    4.9250E+06         No
 66    1330.0    1331.8    1339.0     665.99        2784       6.3    9.6370E+05         No
 67    1352.0    1355.1    1360.0     677.65        1554      12.5    5.4650E+05         No
 68    1366.0    1368.9    1370.0     684.55         691      15.1    2.4540E+05        Yes
 69    1374.0    1379.0    1384.0     689.62        7058       2.9    2.5220E+06         No
 70    1392.0    1395.3    1399.0     697.78        1042      12.4    3.7630E+05        Yes
 71    1412.0    1414.8    1416.0     707.54         597      15.0    2.1840E+05         No
 72    1419.0    1422.9    1426.0     711.58         712      16.4    2.6170E+05         No
 73    1563.0    1568.8    1577.0     784.58       19692       1.6    7.9180E+06        Yes
 74    1629.0    1632.8    1637.0     816.55         921      15.1    3.8420E+05         No
 75    1637.0    1639.2    1642.0     819.77        1102       9.3    4.6100E+05        Yes
 76    1654.0    1657.4    1662.0     828.87        4410       4.2    1.8640E+06        Yes
 77    1667.0    1670.7    1673.0     835.55         447      21.7    1.9020E+05         No
 78    1680.0    1682.8    1685.0     841.58         488      18.7    2.0940E+05         No
 79    1687.0    1692.5    1696.0     846.46        2028       6.8    8.7380E+05         No
 80    1711.0    1717.1    1722.0     858.76        1859       8.2    8.1180E+05         No
 81    1722.0    1724.9    1727.0     862.62         815      12.8    3.5730E+05         No
 82    1740.0    1743.5    1746.0     871.95        1390       8.5    6.1540E+05         No
 83    1761.0    1763.2    1767.0     881.81         788      13.7    3.5270E+05         No
 84    1773.0    1775.6    1779.0     888.00         456      17.2    2.0510E+05         No
 85    1794.0    1799.0    1807.0     899.70        5286       3.2    2.4090E+06         No
 86    1809.0    1811.9    1815.0     906.17        1027       9.2    4.7120E+05         No
 87    1881.0    1887.5    1890.0     943.97         848      13.6    4.0450E+05         No
 88    1896.0    1901.9    1905.0     951.17        1273       8.1    6.1140E+05         No
 89    1942.0    1944.7    1947.0     972.61         892      12.1    4.3770E+05         No
 90    1965.0    1967.7    1972.0     984.09         860      11.4    4.2690E+05         No
 91    1976.0    1980.3    1985.0     990.39        2903       5.0    1.4490E+06         No
 92    2030.0    2032.6    2037.0    1016.57         489      15.2    2.5020E+05         No
 93    2059.0    2063.8    2068.0    1032.18        7609       2.6    3.9500E+06         No
 94    2086.0    2093.4    2098.0    1046.99        4016       4.2    2.1130E+06        Yes
 95    2181.0    2184.3    2188.0    1092.43        1124      10.1    6.1590E+05         No
 96    2196.0    2199.2    2205.0    1099.91         632      13.4    3.4840E+05         No
 97    2253.0    2259.9    2263.0    1130.24         761      15.0    4.3080E+05         No
 98    2303.0    2309.7    2313.0    1155.14         885      13.4    5.1110E+05         No
 99    2364.0    2367.3    2372.0    1183.96        1358       8.2    8.0210E+05         No
100    2377.0    2379.2    2383.0    1189.93         403      20.7    2.3880E+05         No
101    2390.0    2392.6    2396.0    1196.63         795      14.4    4.7320E+05         No
102    2396.0    2399.9    2406.0    1200.29        1719       7.7    1.0260E+06         No
103    2410.0    2415.6    2419.0    1208.11         706      17.4    4.2360E+05         No
104    2419.0    2426.5    2430.0    1213.59        1297      11.5    7.8070E+05         No
105    2436.0    2442.9    2447.0    1221.81        2463       5.3    1.4910E+06         No
106    2512.0    2516.9    2519.0    1258.79         575      15.3    3.5630E+05         No
107    2551.0    2555.6    2559.0    1278.15         464      20.0    2.9130E+05         No
108    2572.0    2575.7    2579.0    1288.22         595      15.0    3.7530E+05         No
109    2683.0    2686.8    2691.0    1343.80         402      23.5    2.6250E+05         No
110    2722.0    2725.5    2729.0    1363.15         436      19.6    2.8880E+05         No
111    2749.0    2754.9    2760.0    1377.84        1404       8.0    9.3970E+05         No
112    2814.0    2815.4    2817.0    1408.10         190      22.1    1.3010E+05         No
113    2860.0    2865.0    2869.0    1432.94         884       9.8    6.1440E+05         No
114    2914.0    2920.6    2921.0    1460.73         382      22.4    2.7040E+05         No
115    2982.0    2990.3    2995.0    1495.60        2479       5.5    1.7950E+06         No
116    2995.0    3001.1    3006.0    1501.03        3809       4.2    2.7670E+06         No
117    3037.0    3043.3    3047.0    1522.12         406      20.7    2.9890E+05         No
118    3047.0    3053.7    3058.0    1527.30        1745       6.6    1.2890E+06         No
119    3062.0    3067.4    3073.0    1534.16         993       9.6    7.3660E+05         No
120    3158.0    3169.1    3177.0    1585.06        2405       7.0    1.8400E+06         No
121    3184.0    3192.8    3198.0    1596.92         985      11.8    7.5920E+05        Yes
122    3200.0    3208.6    3213.0    1604.82        2337       5.2    1.8100E+06         No
123    3325.0    3329.5    3332.0    1665.28         421      18.0    3.3760E+05         No
124    3435.0    3440.3    3449.0    1720.72         855      11.3    7.0800E+05         No
125    3533.0    3540.3    3544.0    1770.72         788      12.3    6.7070E+05         No
126    3558.0    3564.7    3572.0    1782.93         400      16.0    3.4260E+05         No
127    3642.0    3648.3    3653.0    1824.74         371      20.4    3.2520E+05         No
128    3703.0    3705.7    3710.0    1853.44         324      26.4    2.8780E+05         No
129    3772.0    3777.5    3780.0    1889.39         551      14.7    4.9880E+05         No
130    3809.0    3820.1    3829.0    1910.67        5331       3.5    4.8780E+06         No
131    3994.0    3997.5    4004.0    1999.42         259      21.8    2.4760E+05         No
132    3965.0    3973.4    3980.0    1987.37         756      10.4    7.1830E+05         No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            2.5220E+08    2.5120E+08    2.7910E+13       1.40        u      

   477.00      2.5220E+08            1.00     1.10     0.00
  2      SB         127            1.1640E+06    1.1040E+06    9.3040E+09       8.80        u      

   685.00      7.3270E+05            1.00    15.10     0.00
   698.00      1.1370E+07            1.00    12.40     0.00
   785.00      5.7560E+07            1.00     1.90     0.00
   474.00      2.7890E+05           -1.00     0.00     0.00
  3      I         131            7.7460E+05    7.5530E+05    1.2930E+10       7.60        u      

   364.00      7.7460E+05            1.00     7.50     0.00
  4      CS         136            7.4690E+05    7.3550E+05    2.0420E+10       5.50        u      

   820.00      4.6930E+05            1.00     9.30     0.00
  1047.00      2.6930E+06            1.00     4.20     0.00
  5      LA         140            6.6640E+05    5.9050E+05    2.3220E+09      13.20        u      

  1597.00      8.9800E+05            1.00    11.80     0.00
   487.00      1.5740E+05           -1.00     0.00     0.00
  6      TB         161            8.5210E+06    8.2740E+06    1.2230E+11       7.10        u      

    75.00      9.2680E+06            1.00     6.70     0.00
    49.00      1.8910E+06           -1.00     0.00     0.00
  7      AU         198            6.8110E+05    6.3170E+05    3.8100E+09      10.70        u      

   411.00      6.8110E+05            1.00    10.60     0.00
  8      TL         200            3.9870E+05    3.3080E+05    9.0020E+08      11.50        u      

   368.00      3.4670E+05            1.00    13.10     0.00
   829.00      2.0800E+07            1.00     4.30     0.00
  9      PB         211            6.4950E+10    1.9860E+07    3.3820E+12       6.10        u      

   405.00      6.4950E+10            1.00     6.00     0.00
  10      PA         231            9.5400E+08    1.6580E+08    2.3720E+19       2.00        u      

   300.00      1.4970E+09            0.89     1.50     0.00
   302.00      1.0540E+09            1.00     2.40     0.00
  11      AC         227            1.1090E+09    1.1090E+09    1.8310E+16      35.80        u      

   300.00      1.5270E+10            0.50     1.50     0.00
  12      U         237            2.7800E+07    2.6970E+07    3.8970E+11       2.40        u      

    97.00      2.7800E+07            1.00     2.20     0.00


Page:2                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:14:55
==============================================================================================================
SN:289_086.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 289.8982 ZT: 289.5990(2018) CT: 289.8852 CL:    15
NCHAN:4096   Live:    15.0   True:    18.7   Delta: 0.2927   Rate:1010711   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  4  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-16 21:35:01.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: specanl  Peaks: 162  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-16 21:35:01.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak   Centroid    Energy     NetArea     Error     QFit    Gammas/Min      FWHM    Identified
  1     116.81      58.26       23415       1.4      1.9    8.1082E+06      0.95        No
  2     145.57      72.64        2764      13.6      1.2    5.4802E+05      0.92        No
  3     149.99      74.85        6044       6.3      1.0    1.1112E+06      0.92       Yes
  4     169.51      84.62        2602      12.7      1.1    3.5087E+05      1.09       Yes
  5     175.90      87.82       27143       1.4      9.7    3.3330E+06      1.09        No
  6     194.54      97.14       19370       1.8      1.0    2.2052E+06      1.01       Yes
  7     238.93     119.34        3973      12.8      1.0    3.9115E+05      1.24        No
  8     247.79     123.78        1268      19.9      1.0    1.2292E+05      0.68        No
  9     261.67     130.72      103224       0.5      7.6    1.0031E+07      1.05        No
 10     311.12     155.46       36996       1.2      5.1    3.6221E+06      1.10        No
 11     357.20     178.51        6656       5.6      2.7    6.9750E+05      1.10        No
 12     364.51     182.16      251034       0.3     26.0    2.6784E+07      1.10        No
 13     380.43     190.13        7610       4.3      2.4    8.4336E+05      1.00        No
 14     385.89     192.86        6426       5.1      1.0    7.2124E+05      1.00        No
 15     404.74     202.29        1366      19.8      1.0    1.5993E+05      0.70        No
 16     413.15     206.49       19911       1.9      1.0    2.3742E+06      1.14        No
 17     423.19     211.51        1436      24.8      1.0    1.7496E+05      1.25        No
 18     434.02     216.93       13652       2.6      1.0    1.7006E+06      1.18        No
 19     457.54     228.70        1493      20.9      1.0    1.9488E+05      1.08       Yes
 20     497.97     248.92        4988       5.6      1.0    7.0190E+05      1.06        No
 21     503.31     251.59        4442       6.2      1.0    6.3100E+05      1.06        No
 22     508.70     254.29        4985       5.6      1.0    7.1488E+05      1.06       Yes
 23     522.85     261.37        7955       4.2      1.4    1.1690E+06      1.18        No
 24     531.25     265.57       87508       0.5      7.5    1.3042E+07      1.18        No
 25     551.45     275.67        1091      28.0      1.2    1.6811E+05      1.19       Yes
 26     557.76     278.83       27372       1.4      1.0    4.2595E+06      1.19        No
 27     580.58     290.24       17682       2.6     11.1    2.8513E+06      1.61        No
 28     588.36     294.13        1516      20.0      1.0    2.4738E+05      1.09        No
 29     600.26     300.09       47234       0.9      5.4    7.8453E+06      1.27       Yes
 30     605.04     302.48       22519       1.8     10.3    3.7668E+06      1.27       Yes
 31     637.22     318.57        1762      28.4      1.0    3.0861E+05      2.14        No
 32     659.35     329.64        5939       6.5      1.0    1.0721E+06      1.66        No
 33     667.78     333.86        1418      33.2      1.3    2.5886E+05      1.14       Yes
 34     678.24     339.09        3456       8.7      1.0    6.3971E+05      1.31        No
 35     692.97     346.46       12977       2.3      1.0    2.4482E+06      1.24        No
 36     728.71     364.34        3610       6.7      1.0    7.1221E+05      1.25       Yes
 37     744.28     372.13        2857       8.9      1.0    5.7429E+05      1.40        No
 38     753.82     376.90         729      25.8      1.0    1.4810E+05      1.11        No
 39     759.78     379.88        2756       9.9      1.0    5.6413E+05      1.01        No
 40     784.83     392.41        2310      14.3      1.0    4.8664E+05      1.27        No
 41     795.76     397.88        2522      10.3      1.0    5.3842E+05      1.65        No
 42     809.65     404.82        4680       5.4      1.0    1.0153E+06      1.32       Yes
 43     822.10     411.05        3866       8.3      1.0    8.5096E+05      2.09        No
 44     839.03     419.52        1746      13.2      1.0    3.9172E+05      1.53        No
 45     847.54     423.78        3467      10.9      4.6    7.8527E+05      2.74        No
 46     865.16     432.59       10391       2.5      1.1    2.3995E+06      1.47        No
 47     888.53     444.28        5518       4.7      1.9    1.3064E+06      1.51        No
 48     905.73     452.88        4122      10.2      6.4    9.9356E+05      3.07        No
 49     920.16     460.10         552      35.1      1.0    1.3511E+05      1.54       Yes
 50     929.32     464.69      166199       0.3     19.4    4.1044E+07      1.38        No
 51     954.60     477.33      103107       0.6    127.1    2.6113E+07      1.54       Yes
 52     967.17     483.62        2405       9.6      7.5    6.1665E+05      1.54        No
 53     973.96     487.01        1243      17.9      1.6    3.2076E+05      1.54       Yes
 54     990.67     495.37        1677      13.3      2.2    4.3972E+05      1.71        No
 55     997.65     498.87        1323      16.4      1.0    3.4929E+05      1.71        No
 56    1022.06     511.08      602476       0.3    208.6    1.6269E+08      2.97        No
 57    1033.56     516.83       31281       1.7    336.8    8.5362E+06      2.97        No
 58    1047.33     523.72        8022       4.9     47.9    2.2165E+06      2.97        No
 59    1070.31     535.21        1051      19.4      1.0    2.9632E+05      1.78        No
 60    1081.39     540.75       21266       1.5      6.4    6.0554E+06      1.78        No
 61    1093.08     546.60        1537      15.6      1.0    4.4196E+05      2.05        No
 62    1113.93     557.03        1527      10.1      1.2    4.4709E+05      1.36        No
 63    1119.69     559.91        1300      11.9      1.0    3.8250E+05      1.36        No
 64    1134.45     567.29       31807       1.0     34.1    9.4736E+06      1.61        No
 65    1144.64     572.39       10042       2.5      4.7    3.0161E+06      1.61        No
 66    1154.22     577.18        5521       3.7      1.5    1.6712E+06      1.61        No
 67    1162.71     581.43        1154      15.3      1.8    3.5177E+05      1.74        No
 68    1169.71     584.93         827      20.5      1.0    2.5362E+05      1.74        No
 69    1192.65     596.41        2903       6.9      2.2    9.0634E+05      1.83        No
 70    1213.67     606.92       19217       1.6     20.4    6.0982E+06      1.67       Yes
 71    1223.75     611.96        4779       4.6      3.8    1.5282E+06      1.67        No
 72    1236.20     618.19        8420       2.5      1.0    2.7187E+06      1.60        No
 73    1243.46     621.82        4210       4.2      1.2    1.3668E+06      1.60       Yes
 74    1265.68     632.93        5837       3.5      1.0    1.9268E+06      1.57        No
 75    1289.62     644.91        3649       4.7      1.0    1.2257E+06      1.54        No
 76    1307.61     653.91        1499      15.0      1.2    5.1024E+05      1.48        No
 77    1326.47     663.34       15655       1.5      5.4    5.4000E+06      1.60        No
 78    1356.67     678.45        2275      11.4      1.6    8.0111E+05      3.11        No
 79    1368.81     684.52         897      13.0      1.0    3.1850E+05      1.37        No
 80    1378.99     689.61        7531       2.7      1.3    2.6916E+06      1.66        No
 81    1395.58     697.91        2081      10.5      1.6    7.5201E+05      2.40       Yes
 82    1414.74     707.50         629      14.4      1.0    2.2999E+05      1.11        No
 83    1423.05     711.65         791      17.1      1.0    2.9097E+05      1.73        No
 84    1434.36     717.31         393      33.7      1.0    1.4573E+05      1.28       Yes
 85    1496.81     748.55         172      26.1      1.0    6.6295E+04      0.59        No
 86    1568.81     784.57       20178       1.5      1.5    8.1129E+06      1.98        No
 87    1632.86     816.60         737      14.7      1.0    3.0754E+05      1.53        No
 88    1639.17     819.76        1308       8.6      1.0    5.4752E+05      1.53        No
 89    1657.59     828.97        4402       4.2      1.6    1.8611E+06      2.09        No
 90    1670.37     835.36         449      23.2      1.0    1.9117E+05      1.73        No
 91    1682.66     841.51         578      21.0      1.0    2.4761E+05      1.84        No
 92    1692.40     846.38        1992       6.6      2.5    8.5827E+05      1.84        No
 93    1717.51     858.95        2144       7.9      1.1    9.3648E+05      1.95        No
 94    1724.45     862.42        1340      11.3      1.0    5.8732E+05      1.95        No
 95    1743.03     871.71        1695       7.3      1.1    7.5023E+05      1.77        No
 96    1763.22     881.81         969      11.5      1.0    4.3369E+05      1.71        No
 97    1775.81     888.11         555      15.5      1.0    2.4974E+05      1.38        No
 98    1784.42     892.41         382      33.6      1.0    1.7285E+05      2.29        No
 99    1799.05     899.73        5399       3.0      1.5    2.4600E+06      1.73        No
100    1812.15     906.28        1087       8.4      1.0    4.9878E+05      1.43        No
101    1823.98     912.20         367      32.4      1.0    1.6934E+05      2.21        No
102    1887.63     944.04         672      13.7      1.0    3.2045E+05      1.52        No
103    1902.07     951.26        1469       7.9      1.3    7.0574E+05      1.66        No
104    1944.84     972.66        1109      11.6      1.0    5.4407E+05      1.95        No
105    1968.02     984.25         844      11.9      1.0    4.1864E+05      1.64        No
106    1980.40     990.45        3219       4.4      1.0    1.6066E+06      1.92        No
107    2009.19    1004.85         214      25.9      1.0    1.0821E+05      1.06        No
108    2032.58    1016.55         656      14.6      1.0    3.3546E+05      1.37        No
109    2044.34    1022.43         412      19.8      1.0    2.1180E+05      1.57        No
110    2063.84    1032.19        8232       2.4      2.5    4.2734E+06      1.83        No
111    2093.19    1046.86        4600       3.8      3.9    2.4204E+06      2.20        No
112    2122.80    1061.68         462      23.4      1.0    2.4614E+05      2.44        No
113    2162.56    1081.57         228      37.2      1.0    1.2379E+05      1.82        No
114    2171.15    1085.86         349      20.6      1.0    1.9024E+05      1.41        No
115    2184.19    1092.38        1243       9.3      1.0    6.8087E+05      2.18        No
116    2200.11    1100.35         627      17.1      1.6    3.4580E+05      2.01        No
117    2258.54    1129.58         772      16.0      1.2    4.3646E+05      2.75        No
118    2309.43    1155.03         982      13.8      1.8    5.6745E+05      1.89        No
119    2345.28    1172.96         626      21.9      2.0    3.6667E+05      3.04       Yes
120    2367.53    1184.09        1328       8.6      1.0    7.8451E+05      1.89        No
121    2379.40    1190.03         469      20.0      1.0    2.7820E+05      1.93        No
122    2392.75    1196.71         760      13.9      1.0    4.5246E+05      2.10        No
123    2400.04    1200.35        1613       7.4      1.0    9.6311E+05      2.10        No
124    2415.53    1208.10         455      24.5      1.0    2.7277E+05      2.33        No
125    2425.96    1213.32        1016      12.4      1.0    6.1189E+05      2.33        No
126    2443.00    1221.84        2716       4.8      1.0    1.6443E+06      1.83        No
127    2467.33    1234.01         408      21.6      1.0    2.4864E+05      1.70        No
128    2516.53    1258.63         603      15.5      1.0    3.7355E+05      1.91        No
129    2531.06    1265.89         336      23.7      1.0    2.0912E+05      1.79        No
130    2555.32    1278.03         597      18.0      1.0    3.7463E+05      2.15       Yes
131    2575.59    1288.17         919      15.4      1.0    5.8022E+05      2.03        No
132    2686.09    1343.44         369      22.4      1.0    2.4103E+05      2.02        No
133    2725.45    1363.13         560      17.6      1.0    3.7087E+05      2.19       Yes
134    2754.98    1377.90        1486       8.4      1.0    9.9453E+05      2.14        No
135    2816.15    1408.50         226      21.3      1.1    1.5473E+05      1.06        No
136    2864.84    1432.85        1051       9.7      1.3    7.3051E+05      2.22        No
137    2919.10    1459.99         378      22.0      1.0    2.6749E+05      2.11        No
138    2931.77    1466.33         428      27.2      1.0    3.0402E+05      2.80        No
139    2990.42    1495.67        2485       5.2      1.0    1.7992E+06      2.04        No
140    3001.46    1501.19        3837       4.0      1.0    2.7872E+06      2.04        No
141    3053.82    1527.38        1698       6.8      1.0    1.2539E+06      1.97        No
142    3068.10    1534.52        1018      10.4      1.0    7.5545E+05      2.06        No
143    3148.09    1574.54         133      56.2      1.0    1.0120E+05      2.19        No
144    3169.13    1585.06        2096       8.2      3.1    1.6035E+06      3.27        No
145    3184.25    1592.62         148      50.4      1.0    1.1379E+05      1.84        No
146    3193.05    1597.02         682      13.1      1.0    5.2526E+05      1.84       Yes
147    3209.04    1605.02        2428       5.4      1.4    1.8802E+06      1.76        No
148    3273.59    1637.31         263      29.5      1.0    2.0769E+05      2.03        No
149    3307.88    1654.46         230      31.6      1.0    1.8312E+05      1.80        No
150    3329.51    1665.28         464      18.3      1.0    3.7211E+05      1.97        No
151    3441.11    1721.11         882      12.8      1.6    7.3057E+05      2.37        No
152    3539.99    1770.57         990      11.6      1.0    8.4247E+05      2.74        No
153    3564.40    1782.78         376      16.1      1.6    3.2168E+05      2.31        No
154    3609.47    1805.32         176      22.0      1.5    1.5251E+05      2.32        No
155    3649.47    1825.33         355      22.0      1.0    3.1077E+05      2.06        No
156    3706.35    1853.78         349      24.2      1.1    3.1041E+05      2.40        No
157    3753.20    1877.22         149      25.8      1.0    1.3387E+05      2.37        No
158    3777.18    1889.21         558      15.6      1.0    5.0479E+05      2.15        No
159    3821.45    1911.36        5142       4.4      4.2    4.7061E+06      2.00        No
160    3997.00    1999.17         278      20.8      1.0    2.6533E+05      2.44        No
161    4038.95    2020.15         760      14.9      1.0    7.3324E+05      1.64        No
162    4084.25    2042.81        1225      12.1      3.5    1.1945E+06      5.92        No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            2.5230E+08    2.5130E+08    2.7930E+13       0.80        u      

   477.33      2.5230E+08            1.00     0.80     0.00
  2      CO          60            3.6710E+05    3.6700E+05    1.4680E+12      21.90        u      

  1172.96      3.6710E+05            1.00    21.90     0.00
  3      BR          82            3.0610E+06    2.6670E+06    9.3550E+09      10.50        u      

   697.91      3.0610E+06            1.00    10.50     0.00
  4      ZR          97            3.6920E+07    2.7680E+07    5.4010E+10      17.60        u      

   254.29      7.6290E+07            0.48     5.70     0.00
  1363.13      3.6920E+07            1.00    17.60     0.00
  5      RU         106            1.3760E+07    1.3760E+07    9.1850E+17       4.20        u      

   621.82      1.3760E+07            1.00     4.20     0.00
  6      SB         125            1.2150E+08    1.2150E+08    2.5170E+14       1.70        u      

   606.92      1.2150E+08            1.00     1.70     0.00
  7      TE         129            1.7650E+06    1.7550E+06    1.2320E+11      35.10        u      

   460.10      1.7650E+06            1.00    35.10     0.00
  8      TE         132            1.5030E+05    1.4110E+05    1.0000E+09      20.90        u      

   228.70      2.3540E+05            0.64    20.90     0.00
  9      TE         131       M    3.0220E+06    2.5690E+06    7.8480E+09      33.20        u      

   333.86      3.1880E+06            0.95    33.20     0.00
  10      I         131            8.9950E+05    8.7710E+05    1.5020E+10       6.70        u      

   364.34      8.9950E+05            1.00     6.70     0.00
  11      LA         140            6.6350E+05    5.8800E+05    2.3130E+09      22.30        u      

