
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:20:33
==============================================================================================================
SN:290_014.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 290.1941 ZT: 289.5990(2018) CT: 290.1715 CL:    30
NCHAN:4096   Live:    30.0   True:    32.6   Delta: 0.5838   Rate:386540   Gain: 0.50021   Zero: -0.17000
 95    1731.0    1734.6    1739.0     867.51         737      13.7    1.4860E+05        Yes
 96    1739.0    1742.9    1747.0     871.63        4246       3.2    8.5980E+05         No
 97    1747.0    1749.5    1753.0     874.95         779      12.7    1.5820E+05         No
 98    1753.0    1755.0    1758.0     877.70         420      20.2    8.5530E+04         No
 99    1797.0    1799.1    1802.0     899.74         341      17.7    7.1130E+04         No
100    1807.0    1812.0    1816.0     906.19        2338       4.7    4.9070E+05         No
101    1884.0    1887.7    1892.0     944.08         595      12.7    1.2980E+05         No
102    1898.0    1901.7    1906.0     951.06        1377       6.9    3.0260E+05         No
103    1925.0    1929.2    1934.0     964.84         466      22.0    1.0380E+05        Yes
104    1940.0    1944.3    1948.0     972.39         798       9.3    1.7900E+05         No
105    1964.0    1967.3    1971.0     983.88         874       9.6    1.9830E+05         No
106    1975.0    1980.2    1985.0     990.33        2902       4.5    6.6270E+05         No
107    2030.0    2032.4    2037.0    1016.48         463      17.4    1.0840E+05         No
108    2042.0    2044.6    2047.0    1022.58         361      18.3    8.4990E+04         No
109    2058.0    2063.1    2066.0    1031.80         481      13.5    1.1420E+05         No
110    2086.0    2090.0    2097.0    1045.25         758      15.9    1.8230E+05        Yes
111    2120.0    2123.1    2127.0    1061.85         334      20.8    8.1450E+04         No
112    2169.0    2172.8    2174.0    1086.67         335      20.4    8.3580E+04         No
113    2179.0    2183.6    2187.0    1092.07         886      10.8    2.2200E+05         No
114    2195.0    2200.0    2203.0    1100.27         552      12.2    1.3920E+05         No
115    2255.0    2259.5    2263.0    1130.07         511      16.4    1.3230E+05         No
116    2295.0    2299.7    2307.0    1150.15         907      12.9    2.3880E+05         No
117    2307.0    2309.7    2314.0    1155.15         427      16.3    1.1280E+05         No
118    2338.0    2344.8    2351.0    1172.73         895      12.5    2.3990E+05         No
119    2359.0    2367.9    2371.0    1184.25        1882       5.8    5.0850E+05         No
120    2390.0    2393.7    2396.0    1197.17         375      16.2    1.0220E+05         No
121    2396.0    2400.0    2404.0    1200.32        1303       7.1    3.5570E+05        Yes
122    2411.0    2414.8    2417.0    1207.76         397      18.1    1.0880E+05        Yes
123    2421.0    2426.3    2430.0    1213.47         991      10.5    2.7280E+05         No
124    2461.0    2467.6    2470.0    1234.14         525      14.8    1.4650E+05        Yes
125    2514.0    2516.1    2519.0    1258.42         595      10.9    1.6860E+05         No
126    2552.0    2555.8    2558.0    1278.25         300      17.5    8.6020E+04         No
127    2571.0    2574.4    2579.0    1287.56         538      12.5    1.5530E+05         No
128    2721.0    2724.9    2729.0    1362.83         426      15.5    1.2900E+05         No
129    2749.0    2754.2    2760.0    1377.52        1075       7.8    3.2900E+05        Yes
130    2860.0    2864.6    2868.0    1432.75         695       9.0    2.2090E+05         No
131    2925.0    2930.2    2938.0    1465.55         693      11.5    2.2510E+05         No
132    2982.0    2989.8    2994.0    1495.37        2189       5.5    7.2460E+05         No
133    2994.0    3001.0    3007.0    1500.95        3579       4.1    1.1890E+06         No
134    3038.0    3042.7    3047.0    1521.84         388      16.2    1.3070E+05         No
135    3047.0    3053.2    3059.0    1527.05        1565       6.2    5.2870E+05         No
136    3143.0    3147.3    3151.0    1574.13         194      22.9    6.7390E+04         No
137    3162.0    3169.3    3173.0    1585.14        1402       6.9    4.9090E+05         No
138    3184.0    3192.2    3197.0    1596.61        1578       6.3    5.5610E+05        Yes
139    3268.0    3273.4    3276.0    1637.23         207      18.4    7.4900E+04         No
140    3302.0    3307.6    3310.0    1654.33         190      23.1    6.9450E+04         No
141    3325.0    3328.9    3333.0    1665.00         313      13.7    1.1470E+05         No
142    3352.0    3354.4    3357.0    1677.71         111      27.2    4.1030E+04         No
143    3435.0    3440.6    3446.0    1720.88         630      10.5    2.3860E+05         No
144    3530.0    3539.3    3544.0    1770.21         733      10.2    2.8500E+05         No
145    3558.0    3563.7    3569.0    1782.42         383      12.9    1.5000E+05         No
146    3699.0    3705.3    3710.0    1853.26         294      15.5    1.1960E+05         No
147    3769.0    3775.4    3785.0    1888.33         511      10.8    2.1140E+05         No
148    3813.0    3819.2    3826.0    1910.22         381      13.4    1.5950E+05         No
149    3880.0    3883.1    3889.0    1942.18         125      21.8    5.3340E+04         No
150    3965.0    3972.4    3980.0    1986.87         721       9.2    3.1320E+05         No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            9.5400E+07    9.4670E+07    1.0560E+13       1.40        u      

   477.00      9.5400E+07            1.00     1.20     0.00
  2      BR          82            7.7890E+05    5.9160E+05    2.3800E+09       7.20        u      

   697.00      1.6550E+05            0.64    22.20     0.00
   829.00      9.1480E+06            1.00     2.50     0.00
  1045.00      8.7590E+05            1.00    15.90     0.00
  3      MO          99            5.1640E+05    4.4570E+05    2.9470E+09      30.50        u      

   778.00      2.6190E+06            1.00    15.90     0.00
   740.00      1.6990E+05           -1.00     0.00     0.00
  4      RU         103            4.9520E+05    4.9020E+05    4.0370E+10       6.30        u      

   496.00      4.9520E+05            1.00     6.20     0.00
  5      SB         127            6.2930E+05    5.6650E+05    5.0320E+09       6.80        u      

   685.00      5.4570E+05            1.00     8.40     0.00
   784.00      3.9090E+07            1.00     1.60     0.00
   474.00      1.1790E+05           -1.00     0.00     0.00
  6      TE         132            7.4510E+04    6.5670E+04    4.9580E+08      21.00        u      

   229.00      7.4510E+04            1.00    21.00     0.00
  7      TE         131       M    3.7650E+05    2.7240E+05    9.7750E+08      12.90        u      

   666.00      2.6430E+07            0.82     3.10     0.00
   774.00      3.7630E+05            1.00    14.60     0.00
  1208.00      1.5440E+06            1.00    18.10     0.00
   852.00      1.0750E+05           -1.00     0.00     0.00
  8      I         124            2.1830E+07    1.9820E+07    1.8960E+11       7.90        u      

  1378.00      2.1830E+07            1.00     7.80     0.00
  9      I         126            6.7120E+05    6.5060E+05    1.8150E+10       5.50        u      

   388.00      3.0260E+05            1.00    13.00     0.00
   666.00      3.0920E+06            0.99     3.10     0.00
   754.00      2.2670E+06            1.00    15.30     0.00
  10      I         131            3.5610E+05    3.3860E+05    5.9470E+09       6.30        u      

   364.00      3.5610E+05            1.00     6.20     0.00
  11      CS         136            2.2620E+05    2.1930E+05    6.1820E+09       7.80        u      

   820.00      2.1280E+05            1.00     8.40     0.00
  1234.00      7.6300E+05            1.00    14.80     0.00
  12      LA         140            8.1330E+05    6.3900E+05    2.8350E+09       4.10        u      

   329.00      7.9450E+05            1.00    14.40     0.00
   433.00      3.4140E+07            1.00     2.70     0.00
   487.00      8.1070E+05            1.00     7.60     0.00
   752.00      3.0170E+06            1.00    21.70     0.00
   816.00      6.7490E+05            1.00    12.60     0.00
   868.00      3.3820E+06            1.00    13.70     0.00
  1597.00      7.4190E+05            1.00     6.40     0.00
  13      CE         143            6.0800E+06    4.5300E+06    1.7360E+10       8.40        u      

   663.00      6.0800E+06            1.00     8.30     0.00
  14      TB         160            5.1940E+05    5.1650E+05    7.8000E+10      17.50        u      

   216.00      6.0120E+05            0.20    11.10     0.00
   965.00      4.1740E+05            1.00    22.00     0.00
  1200.00      1.5420E+07            1.00     7.20     0.00
  15      TB         161            2.7600E+06    2.6030E+06    3.9620E+10       7.30        u      

    75.00      2.8610E+06            1.00     7.10     0.00
    49.00      8.8860E+05           -1.00     0.00     0.00
  16      PB         211            1.0940E+14    1.0680E+07    5.6960E+15       4.90        u      

   405.00      1.0940E+14            1.00     4.80     0.00
  17      PB         212            4.3030E+08    1.7270E+08    3.9620E+11       1.50        u      

   300.00      4.3030E+08            0.78     1.10     0.00
  18      TH         227            3.7680E+08    3.6870E+08    1.4650E+13       5.10        u      

   339.00      2.5670E+08            1.00     7.90     0.00
   444.00      1.3180E+09            1.00     4.20     0.00
  19      TH         228            4.3600E+07    3.4640E+07    6.3280E+13      16.50        u      

   216.00      4.3600E+07            0.82    11.10     0.00
  20      PA         231            2.1840E+08    6.9150E+07    5.4300E+18       2.60        u      

   300.00      9.8390E+08            1.00     1.10     0.00
   302.00      2.1840E+08            1.00     2.40     0.00
  21      AC         227            1.2840E+10    1.2840E+10    2.1210E+17       1.50        u      

   300.00      1.2840E+10            0.78     1.10     0.00
  22      U         237            3.2040E+06    3.0170E+06    4.4920E+10       3.40        u      

    97.00      3.2040E+06            1.00     3.30     0.00
  23      NP         239            6.4280E+05    5.4130E+05    3.1440E+09      21.00        u      

   229.00      6.4280E+05            1.00    21.00     0.00


Page:2                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:20:35
==============================================================================================================
SN:290_014.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 290.1941 ZT: 289.5990(2018) CT: 290.1715 CL:    30
NCHAN:4096   Live:    30.0   True:    32.6   Delta: 0.5838   Rate:386540   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  5  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-17 04:41:01.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: specanl  Peaks: 165  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-17 04:41:01.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak   Centroid    Energy     NetArea     Error     QFit    Gammas/Min      FWHM    Identified
  1     116.83      58.27       21399       1.2      1.0    3.3881E+06      0.82        No
  2     145.63      72.67        1810      12.1      1.0    1.6398E+05      0.83        No
  3     150.12      74.92        3375       6.5      1.0    2.8318E+05      0.83       Yes
  4     169.45      84.59        1637      18.3      1.0    1.0110E+05      0.78       Yes
  5     175.95      87.84       24225       1.4     15.0    1.3597E+06      1.01        No
  6     194.52      97.13        8521       2.8      1.0    4.4379E+05      0.79       Yes
  7     239.11     119.43       10903       3.4      3.7    4.9071E+05      0.95        No
  8     247.75     123.76        4109       6.4      1.0    1.8220E+05      0.83        No
  9     261.66     130.72       91470       0.5      4.4    4.0660E+06      0.91        No
 10     311.01     155.40        2528      13.0      1.0    1.1321E+05      0.98        No
 11     357.39     178.60        6719       4.3      1.1    3.2224E+05      0.95        No
 12     364.47     182.14        9286       3.1      1.0    4.5319E+05      0.95        No
 13     413.11     206.47       45457       0.7      1.0    2.4792E+06      1.00        No
 14     432.38     216.11        2824       8.7      1.0    1.6037E+05      0.85       Yes
 15     457.32     228.58        2288      13.3      1.0    1.3656E+05      1.24       Yes
 16     473.56     236.71        1159      52.7      1.0    7.1373E+04      2.96        No
 17     497.90     248.89        5460       5.2      1.0    3.5146E+05      1.17        No
 18     508.71     254.29       14325       2.0      1.0    9.3979E+05      1.06       Yes
 19     522.77     261.32        5592       4.7      4.4    3.7582E+05      1.06        No
 20     531.22     265.55      197775       0.3      5.8    1.3483E+07      1.06        No
 21     552.09     275.99        1599      11.9      1.0    1.1280E+05      0.80        No
 22     557.73     278.81       25157       1.2      1.0    1.7908E+06      1.08        No
 23     565.18     282.54        1706      14.8      1.0    1.2287E+05      1.27        No
 24     580.51     290.21       16793       2.3     28.6    1.2386E+06      1.45        No
 25     588.62     294.26        1606      13.2      1.0    1.1995E+05      1.02        No
 26     600.22     300.07      113243       0.4     17.5    8.6033E+06      1.13       Yes
 27     614.76     307.34        3226       8.5      2.7    2.5031E+05      1.13        No
 28     640.82     320.38        1981      34.0      1.0    1.5950E+05      1.12        No
 29     657.45     328.69        1888      12.8      1.0    1.5554E+05      1.19       Yes
 30     678.14     339.04        3484       7.0      1.0    2.9499E+05      1.22        No
 31     692.91     346.43       11399       2.1      1.0    9.8363E+05      1.13        No
 32     728.65     364.31        3110       5.9      1.0    2.8059E+05      1.07       Yes
 33     740.05     370.01         701      21.0      1.0    6.4119E+04      0.93        No
 34     746.77     373.37        1907      14.2      1.0    1.7587E+05      1.78        No
 35     759.72     379.85        4942       4.0      1.0    4.6277E+05      1.17        No
 36     775.78     387.88        2382      10.5      1.0    2.2724E+05      1.28        No
 37     796.00     398.00        4063       6.1      1.0    3.9684E+05      1.34        No
 38     809.67     404.83        5033       4.5      1.3    4.9947E+05      1.37       Yes
 39     820.78     410.39        2031       9.9      1.0    2.0420E+05      1.37        No
 40     838.70     419.36         969      16.8      1.0    9.9385E+04      1.19        No
 41     846.11     423.06        1881       8.7      1.0    1.9457E+05      1.19        No
 42     865.26     432.64        8003       2.2      1.0    8.4537E+05      1.19        No
 43     888.48     444.26        4239       3.9      1.0    4.5906E+05      1.34        No
 44     894.47     447.25        1268      11.9      1.0    1.3821E+05      1.34        No
 45     906.53     453.29        2367       7.7      1.0    2.6128E+05      1.32        No
 46     929.26     464.66       14050       1.4      1.0    1.5871E+06      1.27        No
 47     954.50     477.28       83483       0.4     92.7    9.6706E+06      1.33       Yes
 48     961.08     480.57        6422       2.9      1.3    7.4879E+05      1.33        No
 49     967.18     483.62        4328       4.0      6.5    5.0763E+05      1.33        No
 50     974.15     487.11        1971       7.9      1.2    2.3268E+05      1.33       Yes
 51     992.06     496.07        4438       6.1      3.2    5.3310E+05      2.27        No
 52    1021.90     510.99      639857       0.3    160.5    7.9026E+07      2.88        No
 53    1035.69     517.89       33377       1.8    877.8    4.1745E+06      2.88        No
 54    1047.70     523.90        6465       5.6     95.9    8.1738E+05      2.88        No
 55    1055.60     527.85         790      21.5      1.0    1.0058E+05      1.88       Yes
 56    1082.27     541.19        6791       2.5      2.6    8.8522E+05      1.51        No
 57    1092.41     546.26        1921       6.9      1.0    2.5266E+05      1.51        No
 58    1112.66     556.39         766      14.8      1.0    1.0254E+05      1.39        No
 59    1120.13     560.13         862      12.6      1.0    1.1600E+05      1.39        No
 60    1134.00     567.07        6007       2.7     49.1    8.1815E+05      1.45        No
 61    1144.61     572.37       24147       1.2      7.3    3.3175E+06      1.45        No
 62    1154.28     577.21       11526       1.6      3.3    1.5962E+06      1.45        No
 63    1162.17     581.16        1099      11.5      1.0    1.5319E+05      1.45        No
 64    1169.55     584.85        1089      11.7      1.0    1.5264E+05      1.45        No
 65    1176.34     588.25         435      19.9      1.0    6.1330E+04      1.13        No
 66    1184.15     592.15         486      32.2      1.0    6.8929E+04      2.31        No
 67    1192.35     596.26        2768       5.5      5.0    3.9520E+05      1.70        No
 68    1213.42     606.79       48625       0.7    352.6    7.0571E+06      1.68       Yes
 69    1223.76     611.97        3601       3.6      1.0    5.2685E+05      1.31        No
 70    1236.08     618.13        7410       2.2      1.9    1.0943E+06      1.46        No
 71    1243.44     621.81        3700       3.4      1.0    5.4946E+05      1.46       Yes
 72    1265.58     632.88        6027       3.2      3.8    9.0992E+05      1.66        No
 73    1289.46     644.83        3010       4.1      1.0    4.6255E+05      1.57        No
 74    1307.47     653.84         563      13.5      1.0    8.7681E+04      1.28        No
 75    1331.72     665.97        8207       2.9     14.7    1.2996E+06      1.76       Yes
 76    1356.33     678.28        1287       9.8      2.2    2.0730E+05      1.85        No
 77    1368.63     684.43        1398       9.5      3.0    2.2696E+05      1.85        No
 78    1379.01     689.62        5676       2.5      1.0    9.2791E+05      1.45        No
 79    1394.62     697.43         512      18.8      1.0    8.4573E+04      1.49        No
 80    1399.97     700.11         458      20.5      1.7    7.5900E+04      1.49        No
 81    1414.61     707.43         563      16.8      2.1    9.4144E+04      1.83        No
 82    1423.36     711.81         900      11.8      1.0    1.5145E+05      1.67        No
 83    1437.06     718.66        1225      11.7      2.1    2.0801E+05      2.50        No
 84    1508.21     754.25         695      17.7      1.0    1.2325E+05      1.46       Yes
 85    1530.51     765.40         352      23.1      1.0    6.3279E+04      1.60       Yes
 86    1540.01     770.16         141      40.9      1.0    2.5525E+04      1.25        No
 87    1547.58     773.94         642      15.3      1.0    1.1663E+05      1.77       Yes
 88    1556.36     778.34         601      17.5      1.6    1.0982E+05      1.99       Yes
 89    1568.10     784.21       27981       1.2      5.1    5.1442E+06      1.99        No
 90    1604.37     802.35         249      36.2      1.0    4.6803E+04      1.98       Yes
 91    1611.49     805.91         245      36.7      1.4    4.6086E+04      1.98        No
 92    1621.47     810.90         682      18.4      1.0    1.2926E+05      2.88        No
 93    1631.65     816.00         686      12.9      1.6    1.3082E+05      1.65       Yes
 94    1639.00     819.68        1102       8.4      1.0    2.1092E+05      1.65        No
 95    1657.08     828.72        8728       2.2      2.7    1.6875E+06      1.80        No
 96    1669.87     835.12         587      14.3      1.0    1.1428E+05      1.73        No
 97    1682.92     841.65         453      20.5      1.7    8.8897E+04      1.87        No
 98    1692.14     846.25        2042       5.5      1.1    4.0254E+05      1.87        No
 99    1717.11     858.74        1465       6.6      1.0    2.9260E+05      1.77        No
100    1724.35     862.37         782      10.7      2.4    1.5680E+05      1.77        No
101    1734.76     867.57         509      14.6      1.0    1.0268E+05      1.60       Yes
102    1742.88     871.63        3955       3.1      1.2    8.0069E+05      1.46        No
103    1749.73     875.06         405      17.8      1.0    8.2305E+04      1.46       Yes
104    1775.62     888.01         209      34.8      1.0    4.2987E+04      1.78        No
105    1799.12     899.77         444      16.7      1.0    9.2593E+04      1.51        No
106    1811.95     906.18        2352       4.4      1.0    4.9358E+05      1.60        No
107    1823.99     912.21         237      42.0      1.0    5.0015E+04      2.62        No
108    1861.27     930.86         305      31.8      1.4    6.5741E+04      1.72        No
109    1887.48     943.97         568      12.6      1.2    1.2394E+05      1.80        No
110    1901.78     951.12        1345       6.9      1.0    2.9549E+05      1.76        No
111    1929.86     965.17         460      24.0      1.0    1.0256E+05      2.57       Yes
112    1944.77     972.62         996       8.9      1.2    2.2357E+05      1.65        No
113    1967.68     984.08         808      10.1      1.0    1.8329E+05      1.67        No
114    1980.24     990.36        2861       4.2      1.0    6.5316E+05      1.92        No
115    1994.74     997.62         185      32.9      1.0    4.2614E+04      1.72        No
116    2019.28    1009.89         112      47.9      1.0    2.6085E+04      1.52        No
117    2032.69    1016.60         498      16.9      1.0    1.1661E+05      1.94        No
118    2044.32    1022.42         345      19.8      1.6    8.1254E+04      1.60        No
119    2063.42    1031.98         467      12.7      1.0    1.1097E+05      1.45        No
120    2091.12    1045.83         935      16.6      1.3    2.2486E+05      4.10        No
121    2123.09    1061.82         352      19.6      1.0    8.5919E+04      2.01        No
122    2145.65    1073.10         143      27.3      1.0    3.5354E+04      0.91        No
123    2171.40    1085.98         424      18.9      1.8    1.0560E+05      2.27        No
124    2183.59    1092.08         931      10.5      1.0    2.3323E+05      2.42        No
125    2200.12    1100.35         552      11.6      1.0    1.3917E+05      1.56        No
126    2258.64    1129.62         621      15.1      1.0    1.6078E+05      2.63        No
127    2303.06    1151.84        1445      16.5      3.7    3.8068E+05      7.31        No
128    2345.13    1172.89         925      13.6      1.1    2.4788E+05      3.49       Yes
129    2367.73    1184.19        1703       5.9      1.0    4.5993E+05      1.89        No
130    2393.34    1197.00         479      15.3      1.0    1.3054E+05      1.93        No
131    2399.93    1200.30        1474       6.6      1.0    4.0237E+05      1.93       Yes
132    2414.65    1207.66         380      17.7      1.0    1.0431E+05      1.97        No
133    2425.92    1213.30         960      10.7      1.0    2.6437E+05      2.53        No
134    2442.54    1221.61         246      22.8      1.0    6.8187E+04      1.42        No
135    2467.18    1233.94         543      14.4      1.0    1.5151E+05      1.95        No
