
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:18:05
==============================================================================================================
SN:290_004.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 290.0410 ZT: 289.5990(2018) CT: 290.0294 CL:    15
NCHAN:4096   Live:    15.0   True:    16.7   Delta: 0.4362   Rate:500610   Gain: 0.50021   Zero: -0.17000
  1596.00      7.9100E+05            1.00     8.60     0.00
  8      CE         143            5.3360E+05    4.2830E+05    1.5240E+09      14.90        u      

   294.00      5.3360E+05            1.00    14.80     0.00
  9      PM         151            4.8050E+06    3.7210E+06    1.1810E+10      18.70        u      

   718.00      4.8050E+06            1.00    18.70     0.00
  10      EU         156            1.2860E+06    1.2600E+06    4.0570E+10      15.00        u      

   811.00      1.6230E+06            1.00    19.70     0.00
  1154.00      2.0030E+06            1.00    17.80     0.00
  1231.00      3.2790E+05           -1.00     0.00     0.00
  11      W         187            8.2390E+06    6.0820E+06    1.7040E+10       3.50        u      

   481.00      6.3670E+06            1.00     4.50     0.00
   618.00      3.6330E+07            1.00     3.00     0.00
  12      PB         211            2.1980E+12    1.2720E+07    1.1450E+14       6.00        u      

   405.00      2.1980E+12            1.00     5.90     0.00
  13      PA         231            3.8690E+08    9.5780E+07    9.6200E+18       2.90        u      

   300.00      4.0820E+08            0.28     1.30     0.00
   302.00      3.8590E+08            1.00     2.80     0.00
  14      AC         227            1.8490E+10    1.8490E+10    3.0540E+17       2.80        u      

   300.00      1.8490E+10            0.73     1.30     0.00
  15      U         237            6.1600E+06    5.8900E+06    8.6360E+10       3.20        u      

    97.00      6.1600E+06            1.00     3.00     0.00


Page:2                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:18:06
==============================================================================================================
SN:290_004.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 290.0410 ZT: 289.5990(2018) CT: 290.0294 CL:    15
NCHAN:4096   Live:    15.0   True:    16.7   Delta: 0.4362   Rate:500610   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  5  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-17 01:01:04.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: specanl  Peaks: 158  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-17 01:01:03.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak   Centroid    Energy     NetArea     Error     QFit    Gammas/Min      FWHM    Identified
  1     116.83      58.27       17172       1.3      1.6    5.5305E+06      0.87        No
  2     145.63      72.68        2286      10.0      2.3    4.2133E+05      0.79        No
  3     150.07      74.90        3286       6.8      1.9    5.6128E+05      0.79       Yes
  4     169.57      84.65         877      25.3      1.2    1.0999E+05      1.02        No
  5     175.92      87.83       19122       1.4      8.5    2.1840E+06      1.02        No
  6     194.50      97.12        9667       2.2      1.0    1.0241E+06      0.90       Yes
  7     239.06     119.41        7474       4.9      3.5    6.8436E+05      1.11        No
  8     247.76     123.76        2326      11.8      1.0    2.0979E+05      1.04        No
  9     261.65     130.71       73024       0.6      4.5    6.6024E+06      0.92        No
 10     311.09     155.44        1669      14.8      1.0    1.5206E+05      0.93        No
 11     357.26     178.53        4454       5.8      1.0    4.3433E+05      1.02        No
 12     364.46     182.13        8243       2.8      1.0    8.1815E+05      0.95        No
 13     413.09     206.46       26284       1.0      1.0    2.9157E+06      1.02        No
 14     423.12     211.48        1364      25.3      1.0    1.5460E+05      1.49        No
 15     432.70     216.27        1622      22.8      1.0    1.8752E+05      1.87        No
 16     497.94     248.91        4068       5.2      1.0    5.3257E+05      1.09        No
 17     508.69     254.28        6608       3.3      2.1    8.8178E+05      1.09       Yes
 18     522.85     261.36        5060       4.3      1.0    6.9183E+05      1.08        No
 19     531.19     265.54      112215       0.4      3.6    1.5559E+07      1.08        No
 20     551.91     275.90        1309      15.3      2.2    1.8778E+05      1.14        No
 21     557.70     278.80       18938       1.5      1.7    2.7417E+06      1.14        No
 22     580.49     290.20       11816       2.4     22.7    1.7725E+06      1.49        No
 23     588.29     294.10        1776      14.2      1.4    2.6953E+05      1.49        No
 24     600.20     300.05       67027       0.6     16.8    1.0357E+07      1.15       Yes
 25     614.82     307.37        2048       8.5      1.0    3.2332E+05      1.03        No
 26     637.77     318.85         825      27.3      1.0    1.3452E+05      1.36       Yes
 27     657.70     328.82         936      24.7      2.9    1.5681E+05      1.55       Yes
 28     677.80     338.87        4059       8.6      1.0    6.9863E+05      1.90        No
 29     692.89     346.42        8544       2.4      1.5    1.4996E+06      1.17        No
 30     728.69     364.33        2638       5.9      1.0    4.8420E+05      1.14       Yes
 31     746.95     373.46         741      25.0      1.0    1.3911E+05      1.51        No
 32     753.36     376.67         422      29.8      1.0    7.9799E+04      1.03        No
 33     759.67     379.83        2614       5.3      1.0    4.9785E+05      1.03        No
 34     775.74     387.87        1896      18.4      1.0    3.6789E+05      1.77        No
 35     796.01     398.00        2147       7.4      1.2    4.2652E+05      1.27        No
 36     809.69     404.84        3112       5.2      1.0    6.2826E+05      1.17       Yes
 37     821.31     410.66        1281      14.3      1.0    2.6215E+05      1.79        No
 38     838.45     419.23         811      16.0      1.0    1.6920E+05      1.27        No
 39     846.14     423.08        1340      10.4      1.0    2.8193E+05      1.23        No
 40     865.24     432.63        6224       2.4      1.0    1.3372E+06      1.24        No
 41     888.51     444.27        4015       4.4      1.0    8.8446E+05      1.54        No
 42     894.21     447.12        1187      12.2      1.0    2.6304E+05      1.54        No
 43     906.59     453.32        1639       7.3      1.0    3.6797E+05      1.13        No
 44     929.24     464.64        9791       1.8      1.1    2.2496E+06      1.31        No
 45     954.47     477.27       66729       0.5     79.8    1.5722E+07      1.36       Yes
 46     960.98     480.52        3649       4.2      2.5    8.6532E+05      1.36        No
 47     967.18     483.62        2432       5.8      2.0    5.8010E+05      1.36        No
 48     974.05     487.06         914      14.3      1.0    2.1952E+05      1.36       Yes
 49     991.65     495.86        2277       8.6      1.0    5.5604E+05      2.14        No
 50    1021.87     510.98      366816       0.4    120.3    9.2147E+07      2.86        No
 51    1035.63     517.86       19922       2.3    422.9    5.0678E+06      2.86        No
 52    1047.58     523.84        4156       3.3      1.0    1.0687E+06      1.25        No
 53    1082.29     541.20        5176       2.8      1.4    1.3723E+06      1.54        No
 54    1092.51     546.32        1424       9.9      1.0    3.8091E+05      1.95        No
 55    1113.15     556.64         761      20.0      1.0    2.0720E+05      2.29        No
 56    1120.13     560.13         740      11.4      1.4    2.0270E+05      1.25        No
 57    1132.99     566.57        5327       4.7     26.1    1.4745E+06      3.05        No
 58    1144.59     572.36       11560       1.7      1.0    3.2303E+06      1.36        No
 59    1154.23     577.19        5402       2.5      1.0    1.5215E+06      1.38        No
 60    1162.16     581.15         625      11.2      1.0    1.7706E+05      1.04        No
 61    1169.20     584.68         521      13.3      1.1    1.4860E+05      1.04        No
 62    1182.66     591.41         356      27.3      1.0    1.0247E+05      1.60        No
 63    1192.36     596.26        1993       7.3      1.5    5.7865E+05      1.99        No
 64    1213.45     606.81       26701       1.0    146.7    7.8822E+06      1.69       Yes
 65    1223.75     611.96        2785       4.0      1.0    8.2864E+05      1.32        No
 66    1236.05     618.11        5301       2.6      1.0    1.5922E+06      1.43        No
 67    1243.39     621.79        2582       4.2      1.3    7.7982E+05      1.43       Yes
 68    1265.50     632.85        4229       3.6      1.3    1.2987E+06      1.51        No
 69    1277.70     638.95         373      26.8      1.0    1.1547E+05      1.88        No
 70    1289.53     644.87        2525       4.8      1.0    7.8906E+05      1.53        No
 71    1307.58     653.89         850      16.2      1.1    2.6906E+05      1.55        No
 72    1331.51     665.86        4591       4.4      8.6    1.4786E+06      1.93       Yes
 73    1356.02     678.13         892      14.1      1.0    2.9195E+05      2.34        No
 74    1368.89     684.56         788      11.8      1.0    2.6037E+05      1.64        No
 75    1379.01     689.62        4332       2.8      1.9    1.4406E+06      1.41        No
 76    1396.33     698.29         741      36.3      1.9    2.4917E+05      6.25       Yes
 77    1414.90     707.58         277      21.3      1.0    9.4456E+04      1.26        No
 78    1423.00     711.63         462      19.4      1.0    1.5814E+05      1.47        No
 79    1437.03     718.64         542      22.4      1.6    1.8729E+05      2.62        No
 80    1508.36     754.32         276      27.1      1.7    9.9470E+04      1.55       Yes
 81    1530.32     765.31         280      27.5      1.0    1.0237E+05      1.58        No
 82    1555.97     778.14         281      26.4      1.0    1.0419E+05      1.72       Yes
 83    1568.24     784.28       17912       1.5      1.5    6.6987E+06      1.98        No
 84    1621.55     810.94         515      18.2      1.1    1.9847E+05      2.40        No
 85    1631.24     815.79         324      14.9      1.0    1.2560E+05      1.19       Yes
 86    1639.19     819.77         850       9.3      1.0    3.3112E+05      1.61        No
 87    1657.22     828.79        5107       2.8      1.1    2.0087E+06      1.77        No
 88    1669.67     835.02         305      17.3      1.0    1.2083E+05      1.30        No
 89    1682.86     841.61         243      26.0      1.0    9.6988E+04      1.55        No
 90    1692.09     846.23        1395       6.7      1.4    5.5913E+05      1.79        No
 91    1717.05     858.72         735       9.2      1.0    2.9849E+05      1.38        No
 92    1724.67     862.53         488      13.9      1.0    1.9897E+05      1.63        No
 93    1734.50     867.44         309      21.3      1.0    1.2652E+05      1.73       Yes
 94    1742.81     871.60        2485       4.5      1.0    1.0234E+06      1.55        No
 95    1775.70     888.05         173      36.8      1.0    7.2662E+04      1.95        No
 96    1799.63     900.02         380      22.6      1.0    1.6123E+05      2.29        No
 97    1811.89     906.16        1290       5.8      1.0    5.5082E+05      1.43        No
 98    1823.23     911.83         238      25.6      1.0    1.0202E+05      1.63        No
 99    1862.61     931.53         142      29.9      1.0    6.2405E+04      1.18        No
100    1887.30     943.87         432      15.1      1.0    1.9184E+05      1.73        No
101    1901.85     951.15        1062       7.7      1.0    4.7449E+05      1.77        No
102    1944.79     972.63         657       9.6      1.0    2.9977E+05      1.37        No
103    1967.77     984.13         721      10.0      1.0    3.3293E+05      1.73        No
104    1980.15     990.32        2279       4.8      1.0    1.0584E+06      1.92        No
105    1994.79     997.64         173      31.6      1.0    8.0689E+04      1.76        No
106    2008.70    1004.60         252      24.5      1.0    1.1866E+05      1.85        No
107    2032.60    1016.56         322      18.5      1.0    1.5327E+05      1.37        No
108    2044.18    1022.35         297      21.0      1.0    1.4223E+05      1.85        No
109    2063.72    1032.12         432      14.0      1.0    2.0870E+05      1.58        No
110    2091.08    1045.81         634      19.9      1.0    3.1025E+05      3.76        No
111    2146.33    1073.44          98      31.7      1.0    4.9287E+04      1.83        No
112    2183.54    1092.06         794      11.2      1.4    4.0486E+05      2.15        No
113    2199.77    1100.18         316      17.9      1.4    1.6216E+05      1.75        No
114    2258.37    1129.49         568      14.9      1.0    2.9869E+05      2.64        No
115    2298.77    1149.70         869      16.4      6.2    4.6489E+05      1.89        No
116    2344.45    1172.55         546      17.1      1.1    2.9770E+05      2.71       Yes
117    2367.45    1184.05        1244       7.8      1.0    6.8364E+05      2.29        No
118    2379.95    1190.30         259      23.3      1.0    1.4281E+05      1.58        No
119    2392.81    1196.74         259      23.7      1.0    1.4337E+05      1.87        No
120    2399.85    1200.26        1121       7.3      1.3    6.2242E+05      1.87        No
121    2414.13    1207.40         401      18.0      1.0    2.2394E+05      2.35       Yes
122    2426.14    1213.41         729      11.6      1.0    4.0841E+05      2.23        No
123    2442.25    1221.47         112      28.4      3.1    6.3154E+04      1.94        No
124    2467.42    1234.06         439      13.9      1.0    2.4948E+05      1.88        No
125    2516.20    1258.46         447      18.5      2.9    2.5757E+05      2.33        No
126    2555.44    1278.09         262      24.0      1.0    1.5267E+05      2.17       Yes
127    2575.35    1288.05         689      12.4      1.4    4.0460E+05      1.89        No
128    2588.35    1294.55         177      26.9      1.0    1.0424E+05      1.68        No
129    2619.34    1310.05          92      43.9      1.0    5.4621E+04      1.51        No
130    2630.88    1315.82         144      52.8      1.0    8.6183E+04      3.00        No
131    2695.98    1348.39         175      31.4      1.0    1.0704E+05      2.05        No
132    2725.12    1362.96         293      15.1      2.3    1.8073E+05      1.45       Yes
133    2754.72    1377.77         976       8.6      1.0    6.0753E+05      1.87        No
134    2864.52    1432.69         604      11.4      1.0    3.9023E+05      2.04        No
135    2931.05    1465.97         452      14.3      1.7    2.9850E+05      2.21        No
136    2989.95    1495.43        1704       6.2      1.0    1.1474E+06      2.06        No
137    3001.13    1501.02        2681       4.7      1.0    1.8117E+06      2.06        No
138    3042.28    1521.61         238      17.4      1.0    1.6263E+05      2.15        No
139    3053.78    1527.36        1043       7.8      1.1    7.1657E+05      1.63        No
140    3110.23    1555.60          94      39.7      1.0    6.5388E+04      1.06        No
141    3116.48    1558.72         187      21.9      1.0    1.3069E+05      1.06        No
142    3169.75    1585.37        1121       7.8      1.2    7.9805E+05      2.14        No
143    3192.79    1596.89         932       8.8      1.1    6.6829E+05      1.87       Yes
144    3273.84    1637.44         176      30.5      1.5    1.2942E+05      2.26        No
145    3306.24    1653.64         133      40.7      1.0    9.8433E+04      2.23        No
146    3329.81    1665.44         335      17.5      1.0    2.5025E+05      2.32        No
147    3396.67    1698.88         163      25.2      1.0    1.2369E+05      1.65        No
148    3441.01    1721.06         579      12.9      1.0    4.4608E+05      2.05        No
149    3453.22    1727.16          45      73.6      1.0    3.5096E+04      1.67        No
150    3539.61    1770.38         557      13.0      1.2    4.4040E+05      1.91        No
151    3564.45    1782.81         277      18.3      1.0    2.2074E+05      2.01        No
152    3648.51    1824.85          45      32.0      2.0    3.6322E+04      2.34        No
153    3705.31    1853.26         228      22.0      1.0    1.8885E+05      1.71        No
154    3776.05    1888.65         438      14.8      1.0    3.6844E+05      2.00        No
155    3820.00    1910.63         292      15.5      1.0    2.4829E+05      2.39        No
156    3883.84    1942.56         110      25.8     15.8    9.5104E+04      2.41        No
157    4038.28    2019.82         522      15.5      1.0    4.6828E+05      1.80        No
158    4088.00    2044.69         272      16.9    104.1    2.4683E+05      2.46        No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            1.5220E+08    1.5130E+08    1.6850E+13       0.70        u      

   477.27      1.5220E+08            1.00     0.70     0.00
  2      CO          60            2.9800E+05    2.9800E+05    1.1920E+12      17.10        u      

  1172.55      2.9800E+05            1.00    17.10     0.00
  3      ZR          97            2.0720E+07    1.3490E+07    3.0310E+10      15.10        u      

   254.28      1.0840E+08            0.19     3.40     0.00
  1362.96      2.0720E+07            1.00    15.10     0.00
  4      MO          99            2.6740E+06    2.3950E+06    1.5260E+10      26.40        u      

   778.14      2.6740E+06            1.00    26.40     0.00
  5      RU         106            7.8530E+06    7.8530E+06    5.2400E+17       4.20        u      

   621.79      7.8530E+06            1.00     4.20     0.00
  6      RH         105            8.5650E+05    6.9750E+05    2.6210E+09      27.30        u      

   318.85      8.6930E+05            0.99    27.30     0.00
  7      SB         125            1.5710E+08    1.5700E+08    3.2530E+14       1.10        u      

   606.81      1.5710E+08            1.00     1.10     0.00
  8      SB         127            7.7230E+06    7.1400E+06    6.1770E+10      36.30        u      

   698.29      7.7230E+06            1.00    36.30     0.00
  9      TE         131       M    2.9280E+06    2.2990E+06    7.6040E+09      18.00        u      

  1207.40      2.9280E+06            1.00    18.00     0.00
  10      I         126            4.3910E+06    4.2900E+06    1.1880E+11      35.30        u      

   665.86      4.5720E+06            0.96     4.40     0.20
   754.32      2.4470E+06            1.79    27.10    -1.50
  11      I         131            6.1920E+05    5.9630E+05    1.0340E+10       5.90        u      

   364.33      6.1920E+05            1.00     5.90     0.00
  12      LA         140            7.2020E+05    6.0140E+05    2.5110E+09      37.10        u      

   328.82      9.0710E+05            0.79    24.70     0.40
   487.06      5.7270E+05            1.26    14.30    -0.70
   815.79      6.3730E+05            1.13    14.90    -0.30
   867.44      2.7100E+06            0.27    21.30     1.60
  1596.89      8.3880E+05            0.86     8.90     0.50
