
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:20:00
==============================================================================================================
SN:290_013.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 290.1701 ZT: 289.5990(2018) CT: 290.1465 CL:    30
NCHAN:4096   Live:    30.0   True:    33.9   Delta: 0.5593   Rate:557694   Gain: 0.50021   Zero: -0.17000
115    2464.0    2468.0    2471.0    1234.33         349      19.7    9.9880E+04        Yes
116    2512.0    2517.2    2519.0    1258.94         421      17.6    1.2230E+05         No
117    2573.0    2575.4    2578.0    1288.07         534      14.8    1.5800E+05         No
118    2721.0    2725.0    2729.0    1362.88         498      15.7    1.5480E+05         No
119    2749.0    2754.8    2762.0    1377.81        1487       8.2    4.6680E+05         No
120    2858.0    2864.0    2869.0    1432.45         736      13.6    2.3990E+05         No
121    2928.0    2930.8    2936.0    1465.84         520      15.1    1.7310E+05         No
122    2986.0    2989.5    2996.0    1495.19        2343       5.5    7.9550E+05         No
123    2996.0    3001.0    3006.0    1500.96        3344       4.5    1.1390E+06         No
124    3040.0    3043.5    3046.0    1522.22         297      22.7    1.0240E+05         No
125    3048.0    3053.3    3058.0    1527.10        1516       7.0    5.2500E+05         No
126    3061.0    3068.6    3072.0    1534.79        1331       7.8    4.6320E+05         No
127    3157.0    3162.4    3166.0    1581.71         876      10.4    3.1380E+05         No
128    3166.0    3169.6    3175.0    1585.29        1362       7.6    4.8900E+05         No
129    3188.0    3192.2    3196.0    1596.61        1092       8.4    3.9460E+05        Yes
130    3202.0    3208.7    3214.0    1604.86        2842       4.8    1.0320E+06         No
131    3270.0    3273.5    3277.0    1637.26         231      27.4    8.5390E+04         No
132    3326.0    3328.8    3333.0    1664.94         405      17.9    1.5250E+05         No
133    3434.0    3440.2    3445.0    1720.64         738      10.6    2.8640E+05         No
134    3533.0    3538.5    3543.0    1769.81         765      13.1    3.0510E+05         No
135    3559.0    3564.1    3568.0    1782.65         321      17.1    1.2900E+05         No
136    3639.0    3644.2    3646.0    1822.70         203      23.6    8.3160E+04         No
137    3646.0    3648.3    3653.0    1824.72         395      15.4    1.6220E+05         No
138    3700.0    3705.7    3710.0    1853.46         327      23.4    1.3610E+05         No
139    3770.0    3775.6    3778.0    1888.42         371      14.7    1.5730E+05         No
140    3811.0    3820.1    3829.0    1910.68        6513       3.1    2.7950E+06         No
141    3836.0    3844.5    3848.0    1922.90         341      24.9    1.4720E+05         No
142    3994.0    3996.5    4001.0    1998.92         257      21.4    1.1500E+05         No
143    3965.0    3973.6    3978.0    1987.48         660      10.8    2.9430E+05         No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            1.1790E+08    1.1700E+08    1.3050E+13       1.40        u      

   477.00      1.1790E+08            1.00     1.10     0.00
  2      RU         103            3.6080E+05    3.5720E+05    2.9410E+10      10.20        u      

   496.00      3.6080E+05            1.00    10.10     0.00
  3      SB         127            5.5380E+05    5.0070E+05    4.4280E+09      10.40        u      

   411.00      1.1820E+07            0.84     6.10     0.00
   685.00      5.2810E+05            1.00    11.80     0.00
   698.00      1.0250E+07            1.00     7.60     0.00
   784.00      1.1820E+07            0.34     1.70     0.00
   474.00      1.4470E+05           -1.00     0.00     0.00
  4      TE         131       M    4.6130E+05    3.3830E+05    1.1980E+09      17.70        u      

   774.00      4.7020E+05            1.00    21.60     0.00
  1208.00      2.8750E+06            1.00    14.20     0.00
   852.00      1.4440E+05           -1.00     0.00     0.00
  5      I         130            2.0010E+05    9.4280E+04    2.1410E+08      20.00        u      

   535.00      2.0010E+05            1.00    19.90     0.00
  6      I         131            3.7390E+05    3.5630E+05    6.2430E+09       7.10        u      

   364.00      3.7390E+05            1.00     7.00     0.00
  7      CS         136            2.4080E+05    2.3380E+05    6.5810E+09       6.20        u      

   820.00      1.4000E+05            1.00    11.00     0.00
  1047.00      1.4610E+06            1.00     3.70     0.00
  1234.00      5.1950E+05            1.00    19.70     0.00
  8      LA         140            6.7470E+05    5.3550E+05    2.3510E+09       5.20        u      

   433.00      3.9970E+07            1.00     3.00     0.00
   487.00      7.4710E+05            1.00     9.10     0.00
   817.00      1.2850E+06            1.00    10.10     0.00
   868.00      2.0600E+06            1.00    19.60     0.00
  1597.00      5.2110E+05            1.00     8.40     0.00
  9      PM         151            5.8410E+06    4.2090E+06    1.4350E+10       6.90        u      

   276.00      5.9910E+06            1.00     7.10     0.00
   718.00      4.6020E+06            1.00    26.70     0.00
  10      TB         161            3.9540E+06    3.7380E+06    5.6750E+10       6.50        u      

    75.00      4.1400E+06            1.00     6.20     0.00
    49.00      1.0450E+06           -1.00     0.00     0.00
  11      AU         198            5.4850E+05    4.7500E+05    3.0690E+09       8.00        u      

   411.00      5.4850E+05            0.96     6.10     0.00
  12      TL         200            1.5340E+07    1.0740E+07    3.4640E+10       3.40        u      

   829.00      1.5340E+07            1.00     3.30     0.00
  13      PB         211            4.5480E+13    8.7500E+06    2.3680E+15       5.70        u      

   405.00      4.5480E+13            1.00     5.60     0.00
  14      PB         212            3.4780E+08    1.4510E+08    3.2030E+11       0.00        u      

   300.00      2.8640E+08            0.71     1.30     0.00
  15      BI         212            4.0680E+12    4.0310E+08    3.5530E+14       2.00        u      

   784.00      4.0680E+12            0.98     1.70     0.00
  16      TH         227            3.0810E+08    3.0180E+08    1.1980E+13       8.70        u      

   339.00      2.1640E+08            0.91     9.90     0.00
   444.00      2.6940E+09            1.00     5.10     0.00
  17      TH         228            3.4600E+07    2.7000E+07    5.0210E+13       9.10        u      

    85.00      3.4600E+07            1.00     9.00     0.00
  18      PA         231            2.0650E+08    6.3110E+07    5.1350E+18       2.80        u      

   300.00      7.7340E+08            1.00     1.30     0.00
   302.00      3.0550E+08            1.00     2.30     0.00
   330.00      6.3130E+07            0.69     9.10     0.00
  19      AC         228            7.6970E+05    1.6870E+05    4.0830E+08      42.20        u      

   339.00      1.5160E+06            0.19     9.90     0.00
   968.00      4.2970E+06            1.00    23.20     0.00
   911.00      3.4450E+05           -1.00     0.00     0.00
  20      U         235            1.6200E+07    1.6200E+07    8.6460E+21       9.10        u      

    85.00      1.6200E+07            1.00     9.00     0.00
  21      U         237            1.1140E+07    1.0520E+07    1.5620E+11       3.70        u      

    97.00      1.1140E+07            1.00     3.50     0.00


Page:2                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:20:01
==============================================================================================================
SN:290_013.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 290.1701 ZT: 289.5990(2018) CT: 290.1465 CL:    30
NCHAN:4096   Live:    30.0   True:    33.9   Delta: 0.5593   Rate:557694   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  4  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-17 04:07:02.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: specanl  Peaks: 170  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-17 04:07:02.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak   Centroid    Energy     NetArea     Error     QFit    Gammas/Min      FWHM    Identified
  1     116.90      58.31       21127       1.4      1.0    3.4252E+06      0.85        No
  2     145.90      72.81        2714      10.3      1.0    2.5101E+05      0.89        No
  3     150.10      74.91        4820       5.8      1.0    4.1485E+05      0.89        No
  4     169.52      84.63        2820      11.7      1.0    1.7836E+05      1.03        No
  5     175.97      87.85       25312       1.5      9.7    1.4565E+06      1.03        No
  6     194.64      97.19        9634       3.2      1.0    5.1433E+05      0.90       Yes
  7     239.56     119.66        8802       7.7      6.6    4.0574E+05      0.84        No
  8     247.53     123.65        3118       9.2      1.0    1.4181E+05      0.79        No
  9     261.73     130.75       98181       0.5      4.6    4.4757E+06      0.95        No
 10     311.15     155.47       28140       1.5      1.0    1.2924E+06      0.99        No
 11     357.28     178.54        5438       6.6      3.0    2.6737E+05      1.00        No
 12     364.55     182.18      179578       0.4      3.0    8.9889E+06      1.00        No
 13     380.32     190.07        5467       6.1      1.0    2.8413E+05      0.99        No
 14     386.05     192.94        7623       4.5      1.3    4.0147E+05      0.99        No
 15     413.16     206.50       32411       1.1      1.0    1.8130E+06      1.00        No
 16     434.02     216.93       11193       3.3      2.4    6.5407E+05      1.15        No
 17     457.23     228.54        2975      15.3      1.0    1.8210E+05      1.32        No
 18     498.01     248.94        4890       6.0      1.0    3.2282E+05      1.02        No
 19     503.41     251.64        3894       7.3      1.0    2.5958E+05      1.02        No
 20     508.74     254.31       10871       2.8      1.0    7.3140E+05      1.02        No
 21     522.88     261.38        7377       4.4      1.8    5.0853E+05      1.09        No
 22     531.28     265.58      146611       0.3      5.6    1.0251E+07      1.09        No
 23     557.82     278.86       28656       1.2      1.0    2.0921E+06      1.09        No
 24     565.01     282.45         842      29.4      1.0    6.2143E+04      0.88        No
 25     580.51     290.21       21044       2.3     22.1    1.5917E+06      1.53        No
 26     588.51     294.21        1764      13.4      1.0    1.3506E+05      0.88        No
 27     600.28     300.10       75685       0.6      4.2    5.8972E+06      1.18        No
 28     605.02     302.47       22237       1.6      6.3    1.7448E+06      1.18        No
 29     613.51     306.71        4056       7.8     29.2    3.2220E+05      1.18       Yes
 30     637.93     318.93        1891      20.9      1.0    1.5550E+05      1.73       Yes
 31     658.95     329.45        6058       8.5      1.6    5.1278E+05      1.76        No
 32     678.34     339.14        3507       8.8      1.0    3.0455E+05      1.32        No
 33     693.05     346.50       11938       2.3      1.0    1.0567E+06      1.15        No
 34     728.78     364.37        3786       6.4      1.0    3.5038E+05      1.21       Yes
 35     736.04     368.00        1837      16.9      1.0    1.7148E+05      1.46        No
 36     744.20     372.09        7410       4.4      5.3    6.9864E+05      1.46        No
 37     759.93     379.95        3033       6.7      1.0    2.9130E+05      1.13        No
 38     766.81     383.40         951      26.6      1.0    9.2107E+04      1.23        No
 39     775.68     387.83        2417      14.1      1.0    2.3638E+05      0.91        No
 40     795.94     397.97        2823       8.1      1.0    2.8273E+05      1.19        No
 41     809.83     404.91        4783       5.0      1.0    4.8690E+05      1.21       Yes
 42     822.58     411.29        5196       5.7      1.1    5.3676E+05      1.80        No
 43     838.61     419.31        1046      19.9      1.0    1.1007E+05      1.48        No
 44     847.00     423.51        2632      13.6      2.1    2.7944E+05      2.33        No
 45     865.25     432.64        9486       2.5      2.7    1.0276E+06      1.36        No
 46     888.61     444.32        7392       5.0      3.6    8.2106E+05      1.91        No
 47     906.60     453.32        3092       8.7      3.2    3.5001E+05      1.28        No
 48     929.32     464.69      209203       0.3     10.1    2.4236E+07      1.30        No
 49     954.58     477.32      100435       0.6    105.5    1.1932E+07      1.43        No
 50     967.23     483.65        3813       6.0      5.5    4.5869E+05      1.43        No
 51     974.23     487.15        2362       9.2      1.0    2.8603E+05      1.43        No
 52     992.18     496.13        2215       9.2      1.4    2.7282E+05      1.55        No
 53     997.68     498.88        1730      11.8      1.0    2.1428E+05      1.55        No
 54    1022.01     511.05      804583       0.3    263.7    1.0192E+08      2.96        No
 55    1034.60     517.35       42663       1.1    527.2    5.4666E+06      2.96        No
 56    1047.35     523.73        9753       3.8     43.4    1.2642E+06      2.96        No
 57    1070.22     535.16         633      22.2      1.0    8.3755E+04      1.38        No
 58    1081.28     540.70       23821       1.2      5.6    3.1815E+06      1.63        No
 59    1092.62     546.37        1115      12.5      1.0    1.5033E+05      1.13        No
 60    1106.89     553.51         493      32.5      1.3    6.7353E+04      1.69        No
 61    1113.04     556.58         847      19.3      1.1    1.1625E+05      1.69        No
 62    1120.00     560.07        1021      13.1      1.0    1.4090E+05      1.40        No
 63    1134.42     567.28       37904       0.8     28.3    5.2957E+06      1.45        No
 64    1144.68     572.41       15448       1.7      5.0    2.1767E+06      1.45        No
 65    1154.28     577.21        7056       2.4      1.0    1.0021E+06      1.37        No
 66    1162.22     581.19         952      12.3      1.0    1.3611E+05      1.19        No
 67    1169.74     584.95        1080      11.0      1.1    1.5537E+05      1.19        No
 68    1192.38     596.27        3041       6.1      4.1    4.4518E+05      1.84        No
 69    1213.54     606.85       34144       1.2     79.2    5.0824E+06      1.67        No
 70    1223.74     611.96        3691       3.9      1.0    5.5372E+05      1.32        No
 71    1236.19     618.18        8531       2.3      1.0    1.2921E+06      1.55        No
 72    1243.52     621.85        4645       3.9      1.9    7.0747E+05      1.55        No
 73    1265.61     632.90        6863       3.1      2.4    1.0626E+06      1.58        No
 74    1289.70     644.95        3592       4.4      1.0    5.6607E+05      1.52        No
 75    1307.89     654.05        1465      10.8      1.0    2.3402E+05      1.79        No
 76    1326.37     663.29       18756       1.3      2.3    3.0347E+06      1.58        No
 77    1331.96     666.09        4771       3.6      6.3    7.7490E+05      1.58        No
 78    1356.04     678.13        1893      11.4      1.0    3.1250E+05      2.70        No
 79    1368.57     684.40        1207      11.8      1.2    2.0101E+05      1.70        No
 80    1379.01     689.62        6316       2.7      1.0    1.0589E+06      1.53        No
 81    1395.42     697.83        2568       7.4      2.3    4.3530E+05      2.11        No
 82    1423.13     711.69         916      15.2      1.0    1.5804E+05      1.82        No
 83    1436.45     718.36        1318      18.1      1.0    2.2937E+05      3.67        No
 84    1481.88     741.08         509      19.7      1.0    9.1057E+04      1.33        No
 85    1495.12     747.71         237      36.3      1.0    4.2823E+04      1.34        No
 86    1508.01     754.15         484      28.5      1.0    8.8054E+04      2.20        No
 87    1547.72     774.02         703      21.4      1.0    1.3095E+05      2.52        No
 88    1556.68     778.50         468      27.9      1.0    8.7616E+04      2.20       Yes
 89    1568.36     784.34       23815       1.3      1.2    4.4906E+06      2.06        No
 90    1632.75     816.55        1086       9.3      1.4    2.1249E+05      1.41        No
 91    1639.05     819.70         800      12.0      1.5    1.5700E+05      1.41        No
 92    1657.25     828.81        6425       2.9      3.1    1.2742E+06      1.82        No
 93    1669.52     834.94         600      15.6      1.0    1.1969E+05      1.56        No
 94    1676.82     838.59         204      33.6      1.0    4.0947E+04      1.23        No
 95    1682.69     841.53         423      23.3      1.1    8.5142E+04      1.63        No
 96    1692.30     846.34        1972       5.7      1.2    3.9866E+05      1.63        No
 97    1717.40     858.89        2121       6.7      1.0    4.3460E+05      2.09        No
 98    1724.34     862.36        1066      11.7      1.0    2.1929E+05      2.09        No
 99    1735.05     867.72         417      18.1      1.0    8.6138E+04      1.28        No
100    1742.96     871.68        2573       4.4      1.1    5.3438E+05      1.45        No
101    1763.23     881.82        1453       8.0      1.0    3.0488E+05      1.74        No
102    1775.50     887.95         573      18.2      1.2    1.2095E+05      1.99        No
103    1798.99     899.70        6550       2.5      1.3    1.4001E+06      1.68        No
104    1812.23     906.32        1720       6.4      1.0    3.7031E+05      1.68        No
105    1837.93     919.18         229      34.9      1.0    4.9898E+04      1.66        No
106    1860.80     930.62         242      39.9      1.0    5.3458E+04      1.99        No
107    1887.18     943.82         832      13.9      1.0    1.8614E+05      1.48        No
108    1901.87     951.17        1485       7.9      1.0    3.3470E+05      1.88        No
109    1922.83     961.65         164      34.4      1.0    3.7287E+04      1.14        No
110    1931.90     966.19         838      19.5      1.0    1.9167E+05      3.28        No
111    1945.16     972.82        1004       9.1      1.0    2.3118E+05      1.48        No
112    1967.93     984.21         805      11.8      1.0    1.8737E+05      1.71        No
113    1980.35     990.42        3015       4.5      1.0    7.0591E+05      1.93        No
114    2032.49    1016.50         491      15.9      1.0    1.1774E+05      1.57        No
115    2044.46    1022.49         746      16.5      1.0    1.8002E+05      2.09        No
116    2063.70    1032.11       10264       2.1      1.0    2.4993E+06      1.80        No
117    2073.43    1036.98         436      20.9      1.0    1.0660E+05      1.92        No
118    2093.17    1046.86        4491       3.4      1.0    1.1084E+06      1.88        No
119    2162.60    1081.58         406      25.7      1.0    1.0330E+05      2.51        No
120    2171.28    1085.93         363      20.9      1.0    9.2867E+04      1.69        No
121    2183.74    1092.16        1159      10.8      2.2    2.9779E+05      2.44        No
122    2200.48    1100.53         573      13.5      1.4    1.4836E+05      1.53        No
123    2258.46    1129.53         750      18.0      1.0    1.9901E+05      2.99        No
124    2304.43    1152.53        1449      18.0      1.2    3.9175E+05      6.59        No
125    2344.58    1172.61         625      19.1      1.0    1.7186E+05      2.57       Yes
126    2367.48    1184.07        1378       8.2      1.0    3.8168E+05      2.06        No
127    2392.52    1196.59         672      15.4      1.0    1.8778E+05      2.05        No
128    2399.82    1200.24        1623       7.1      1.0    4.5452E+05      2.05        No
129    2415.51    1208.09         535      17.6      1.0    1.5060E+05      1.94        No
130    2425.53    1213.10         803      14.2      1.0    2.2682E+05      2.48        No
131    2442.77    1221.73        3294       4.2      1.0    9.3530E+05      1.84        No
132    2467.77    1234.23         358      19.7      1.0    1.0260E+05      1.50        No
133    2494.30    1247.50         620      26.7      1.0    1.7904E+05      2.54        No
134    2517.22    1258.97         512      15.1      1.0    1.4881E+05      1.49        No
135    2530.71    1265.72         597      18.9      1.8    1.7432E+05      1.87        No
136    2541.53    1271.13         195      40.7      1.0    5.7134E+04      2.01        No
137    2575.28    1288.01         832      13.6      1.7    2.4640E+05      2.11        No
138    2588.71    1294.73         250      28.8      1.0    7.4342E+04      1.64        No
139    2686.00    1343.39         281      28.2      1.1    8.6136E+04      1.79        No
140    2725.49    1363.15         622      17.7      1.2    1.9338E+05      2.56        No
141    2754.79    1377.80        1884       8.2      3.2    5.9142E+05      2.81        No
142    2864.62    1432.74         788      12.5      1.0    2.5683E+05      2.21        No
143    2931.35    1466.12         597      15.7      1.0    1.9886E+05      2.31        No
144    2990.16    1495.54        2033       6.2      1.9    6.9039E+05      1.91        No
145    3001.43    1501.18        3232       4.3      1.2    1.1015E+06      1.91        No
146    3042.98    1521.96         295      21.5      1.0    1.0192E+05      1.41        No
147    3053.72    1527.33        1554       7.2      1.0    5.3845E+05      1.85        No
148    3068.04    1534.49        1326       7.9      1.4    4.6155E+05      2.05        No
149    3116.57    1558.77         165      40.8      3.3    5.8154E+04      1.51        No
